user_id,perk
516556,AGE < 50 families with Childen: free hotel meal
516561,AGE < 50 no child: no cancellation fees
516571,Economic hot spots: exclusive disounts
516578,AGE < 50 no child: no cancellation fees
516579,AGE < 50 no child: no cancellation fees
516583,Potential new users: 10% discount on first order.
516590,AGE < 50 no child: no cancellation fees
516593,AGE < 50 no child: no cancellation fees
516594, AGE >= 50 Group: 1 night free hotel with filght
516614,Economic hot spots: exclusive disounts
516616,Economic hot spots: exclusive disounts
516620,Potential new users: 10% discount on first order.
516639, AGE >= 50 Group: 1 night free hotel with filght
516647,AGE < 50 no child: no cancellation fees
516679,AGE < 50 no child: no cancellation fees
516680,Potential new users: 10% discount on first order.
516682,AGE < 50 no child: no cancellation fees
516694, AGE >= 50 Group: 1 night free hotel with filght
516697, AGE >= 50 Group: 1 night free hotel with filght
516704,AGE < 50 no child: no cancellation fees
516732,AGE < 50 families with Childen: free hotel meal
516739,AGE < 50 families with Childen: free hotel meal
516744,AGE < 50 no child: no cancellation fees
516763,AGE < 50 no child: no cancellation fees
516765,Potential new users: 10% discount on first order.
516789,AGE < 50 no child: no cancellation fees
516798,AGE < 50 no child: no cancellation fees
516806,AGE < 50 no child: no cancellation fees
516808,AGE < 50 no child: no cancellation fees
516827, AGE >= 50 Group: 1 night free hotel with filght
516833,AGE < 50 no child: no cancellation fees
516841,AGE < 50 families with Childen: free hotel meal
516862,Economic hot spots: exclusive disounts
516933,Economic hot spots: exclusive disounts
516939,AGE < 50 families with Childen: free hotel meal
516965,AGE < 50 families with Childen: free hotel meal
516967,Potential new users: 10% discount on first order.
516972,AGE < 50 families with Childen: free hotel meal
517033,AGE < 50 no child: no cancellation fees
517061, AGE >= 50 Group: 1 night free hotel with filght
517064,AGE < 50 families with Childen: free hotel meal
517076,AGE < 50 no child: no cancellation fees
517105,AGE < 50 no child: no cancellation fees
517119,AGE < 50 families with Childen: free hotel meal
517131,Economic hot spots: exclusive disounts
517142,AGE < 50 no child: no cancellation fees
517143,AGE < 50 no child: no cancellation fees
517150,AGE < 50 no child: no cancellation fees
517158, AGE >= 50 Group: 1 night free hotel with filght
517205,AGE < 50 no child: no cancellation fees
517212, AGE >= 50 Group: 1 night free hotel with filght
517219,Potential new users: 10% discount on first order.
517231,AGE < 50 no child: no cancellation fees
517284,AGE < 50 families with Childen: free hotel meal
517324,Potential new users: 10% discount on first order.
517330, AGE >= 50 Group: 1 night free hotel with filght
517356, AGE >= 50 Group: 1 night free hotel with filght
517370,Economic hot spots: exclusive disounts
517392,Economic hot spots: exclusive disounts
517393,AGE < 50 no child: no cancellation fees
517397,AGE < 50 no child: no cancellation fees
517403,AGE < 50 families with Childen: free hotel meal
517415,AGE < 50 families with Childen: free hotel meal
517438,AGE < 50 no child: no cancellation fees
517445,AGE < 50 no child: no cancellation fees
517467,AGE < 50 no child: no cancellation fees
517486,AGE < 50 no child: no cancellation fees
517491, AGE >= 50 Group: 1 night free hotel with filght
517543,Potential new users: 10% discount on first order.
517545, AGE >= 50 Group: 1 night free hotel with filght
517548,Economic hot spots: exclusive disounts
517549, AGE >= 50 Group: 1 night free hotel with filght
517571,AGE < 50 no child: no cancellation fees
517579,Economic hot spots: exclusive disounts
517581,AGE < 50 no child: no cancellation fees
517596, AGE >= 50 Group: 1 night free hotel with filght
517622,Potential new users: 10% discount on first order.
517633,AGE < 50 no child: no cancellation fees
517653, AGE >= 50 Group: 1 night free hotel with filght
517674,Economic hot spots: exclusive disounts
517675,AGE < 50 no child: no cancellation fees
517676,Economic hot spots: exclusive disounts
517700,AGE < 50 no child: no cancellation fees
517715, AGE >= 50 Group: 1 night free hotel with filght
517732,AGE < 50 no child: no cancellation fees
517735,AGE < 50 families with Childen: free hotel meal
517739,AGE < 50 families with Childen: free hotel meal
517743,Economic hot spots: exclusive disounts
517772,AGE < 50 families with Childen: free hotel meal
517776, AGE >= 50 Group: 1 night free hotel with filght
517787,AGE < 50 no child: no cancellation fees
517803,Economic hot spots: exclusive disounts
517819,AGE < 50 no child: no cancellation fees
517825, AGE >= 50 Group: 1 night free hotel with filght
517839,AGE < 50 no child: no cancellation fees
517847,AGE < 50 no child: no cancellation fees
517871,AGE < 50 families with Childen: free hotel meal
517894,AGE < 50 no child: no cancellation fees
517898,AGE < 50 families with Childen: free hotel meal
517925,AGE < 50 no child: no cancellation fees
517931,AGE < 50 no child: no cancellation fees
517961, AGE >= 50 Group: 1 night free hotel with filght
517967,AGE < 50 families with Childen: free hotel meal
517968,Economic hot spots: exclusive disounts
518012,AGE < 50 no child: no cancellation fees
518015,AGE < 50 families with Childen: free hotel meal
518041,Economic hot spots: exclusive disounts
518044, AGE >= 50 Group: 1 night free hotel with filght
518074,AGE < 50 no child: no cancellation fees
518084,AGE < 50 no child: no cancellation fees
518092,Economic hot spots: exclusive disounts
518121,AGE < 50 no child: no cancellation fees
518127,AGE < 50 no child: no cancellation fees
518135,Economic hot spots: exclusive disounts
518191,AGE < 50 no child: no cancellation fees
518196, AGE >= 50 Group: 1 night free hotel with filght
518211,AGE < 50 families with Childen: free hotel meal
518219,AGE < 50 no child: no cancellation fees
518281, AGE >= 50 Group: 1 night free hotel with filght
518324,AGE < 50 no child: no cancellation fees
518334,AGE < 50 families with Childen: free hotel meal
518338,AGE < 50 families with Childen: free hotel meal
518347, AGE >= 50 Group: 1 night free hotel with filght
518348,AGE < 50 families with Childen: free hotel meal
518354,Potential new users: 10% discount on first order.
518372,AGE < 50 no child: no cancellation fees
518393,Economic hot spots: exclusive disounts
518406,Economic hot spots: exclusive disounts
518416,AGE < 50 no child: no cancellation fees
518422, AGE >= 50 Group: 1 night free hotel with filght
518443, AGE >= 50 Group: 1 night free hotel with filght
518450, AGE >= 50 Group: 1 night free hotel with filght
518480,AGE < 50 families with Childen: free hotel meal
518495,AGE < 50 no child: no cancellation fees
518516,Economic hot spots: exclusive disounts
518526,Economic hot spots: exclusive disounts
518527,AGE < 50 no child: no cancellation fees
518533,AGE < 50 families with Childen: free hotel meal
518535,AGE < 50 no child: no cancellation fees
518541,AGE < 50 no child: no cancellation fees
518567,AGE < 50 no child: no cancellation fees
518579,AGE < 50 no child: no cancellation fees
518582, AGE >= 50 Group: 1 night free hotel with filght
518585,AGE < 50 families with Childen: free hotel meal
518612,AGE < 50 no child: no cancellation fees
518628,Potential new users: 10% discount on first order.
518629,AGE < 50 no child: no cancellation fees
518639,AGE < 50 no child: no cancellation fees
518642, AGE >= 50 Group: 1 night free hotel with filght
518645,Potential new users: 10% discount on first order.
518694,Economic hot spots: exclusive disounts
518696,AGE < 50 families with Childen: free hotel meal
518711,AGE < 50 no child: no cancellation fees
518716,AGE < 50 families with Childen: free hotel meal
518722, AGE >= 50 Group: 1 night free hotel with filght
518726,Potential new users: 10% discount on first order.
518735,AGE < 50 families with Childen: free hotel meal
518743,AGE < 50 no child: no cancellation fees
518747,Economic hot spots: exclusive disounts
518751,AGE < 50 no child: no cancellation fees
518756, AGE >= 50 Group: 1 night free hotel with filght
518826,AGE < 50 families with Childen: free hotel meal
518827,AGE < 50 families with Childen: free hotel meal
518865,AGE < 50 families with Childen: free hotel meal
518866,Economic hot spots: exclusive disounts
518867,AGE < 50 no child: no cancellation fees
518870,Economic hot spots: exclusive disounts
518894, AGE >= 50 Group: 1 night free hotel with filght
518896, AGE >= 50 Group: 1 night free hotel with filght
518907,AGE < 50 no child: no cancellation fees
518922, AGE >= 50 Group: 1 night free hotel with filght
518925,AGE < 50 families with Childen: free hotel meal
518931,Potential new users: 10% discount on first order.
518954,AGE < 50 families with Childen: free hotel meal
518956,AGE < 50 no child: no cancellation fees
518963,AGE < 50 families with Childen: free hotel meal
518971,AGE < 50 no child: no cancellation fees
518998,AGE < 50 families with Childen: free hotel meal
519014,AGE < 50 no child: no cancellation fees
519059,AGE < 50 families with Childen: free hotel meal
519079, AGE >= 50 Group: 1 night free hotel with filght
519089,AGE < 50 families with Childen: free hotel meal
519091, AGE >= 50 Group: 1 night free hotel with filght
519096,AGE < 50 families with Childen: free hotel meal
519114,AGE < 50 families with Childen: free hotel meal
519117,AGE < 50 families with Childen: free hotel meal
519137, AGE >= 50 Group: 1 night free hotel with filght
519140,Economic hot spots: exclusive disounts
519171,AGE < 50 families with Childen: free hotel meal
519191,AGE < 50 no child: no cancellation fees
519205,AGE < 50 no child: no cancellation fees
519210,AGE < 50 no child: no cancellation fees
519211,AGE < 50 no child: no cancellation fees
519248,AGE < 50 families with Childen: free hotel meal
519254,AGE < 50 no child: no cancellation fees
519260,AGE < 50 families with Childen: free hotel meal
519267,AGE < 50 no child: no cancellation fees
519285,AGE < 50 no child: no cancellation fees
519312,Potential new users: 10% discount on first order.
519313,AGE < 50 families with Childen: free hotel meal
519335, AGE >= 50 Group: 1 night free hotel with filght
519348,Economic hot spots: exclusive disounts
519353, AGE >= 50 Group: 1 night free hotel with filght
519357,AGE < 50 families with Childen: free hotel meal
519368,AGE < 50 families with Childen: free hotel meal
519383,AGE < 50 no child: no cancellation fees
519392, AGE >= 50 Group: 1 night free hotel with filght
519393, AGE >= 50 Group: 1 night free hotel with filght
519406,Potential new users: 10% discount on first order.
519412, AGE >= 50 Group: 1 night free hotel with filght
519419,AGE < 50 families with Childen: free hotel meal
519430,Economic hot spots: exclusive disounts
519446,Economic hot spots: exclusive disounts
519469,AGE < 50 no child: no cancellation fees
519515, AGE >= 50 Group: 1 night free hotel with filght
519529,AGE < 50 families with Childen: free hotel meal
519532,AGE < 50 no child: no cancellation fees
519541,AGE < 50 no child: no cancellation fees
519548,Potential new users: 10% discount on first order.
519554,AGE < 50 families with Childen: free hotel meal
519561,Potential new users: 10% discount on first order.
519595,Economic hot spots: exclusive disounts
519596,AGE < 50 families with Childen: free hotel meal
519604, AGE >= 50 Group: 1 night free hotel with filght
519626,AGE < 50 families with Childen: free hotel meal
519631, AGE >= 50 Group: 1 night free hotel with filght
519664, AGE >= 50 Group: 1 night free hotel with filght
519687,Potential new users: 10% discount on first order.
519694,AGE < 50 no child: no cancellation fees
519695,AGE < 50 no child: no cancellation fees
519706, AGE >= 50 Group: 1 night free hotel with filght
519709,AGE < 50 no child: no cancellation fees
519718, AGE >= 50 Group: 1 night free hotel with filght
519722,AGE < 50 families with Childen: free hotel meal
519725,AGE < 50 families with Childen: free hotel meal
519726,AGE < 50 no child: no cancellation fees
519747,AGE < 50 no child: no cancellation fees
519769,AGE < 50 families with Childen: free hotel meal
519774, AGE >= 50 Group: 1 night free hotel with filght
519787,AGE < 50 families with Childen: free hotel meal
519799,AGE < 50 families with Childen: free hotel meal
519846, AGE >= 50 Group: 1 night free hotel with filght
519848,Economic hot spots: exclusive disounts
519853,AGE < 50 families with Childen: free hotel meal
519859,AGE < 50 no child: no cancellation fees
519885,AGE < 50 no child: no cancellation fees
519888,AGE < 50 no child: no cancellation fees
519893,AGE < 50 no child: no cancellation fees
519896,AGE < 50 no child: no cancellation fees
519897,Potential new users: 10% discount on first order.
519905,AGE < 50 no child: no cancellation fees
519911,AGE < 50 no child: no cancellation fees
519912,AGE < 50 no child: no cancellation fees
519943,Potential new users: 10% discount on first order.
519955,AGE < 50 no child: no cancellation fees
519957,Economic hot spots: exclusive disounts
519961,Economic hot spots: exclusive disounts
519965,AGE < 50 families with Childen: free hotel meal
519982,Potential new users: 10% discount on first order.
520054,AGE < 50 families with Childen: free hotel meal
520063,AGE < 50 families with Childen: free hotel meal
520097, AGE >= 50 Group: 1 night free hotel with filght
520106,AGE < 50 families with Childen: free hotel meal
520141,Economic hot spots: exclusive disounts
520152,AGE < 50 families with Childen: free hotel meal
520170,AGE < 50 families with Childen: free hotel meal
520175, AGE >= 50 Group: 1 night free hotel with filght
520177, AGE >= 50 Group: 1 night free hotel with filght
520182,AGE < 50 families with Childen: free hotel meal
520188,AGE < 50 no child: no cancellation fees
520193,AGE < 50 no child: no cancellation fees
520225,AGE < 50 families with Childen: free hotel meal
520244,Economic hot spots: exclusive disounts
520248,AGE < 50 families with Childen: free hotel meal
520250, AGE >= 50 Group: 1 night free hotel with filght
520256,AGE < 50 no child: no cancellation fees
520265,AGE < 50 families with Childen: free hotel meal
520277,AGE < 50 no child: no cancellation fees
520291,Economic hot spots: exclusive disounts
520298,AGE < 50 no child: no cancellation fees
520307, AGE >= 50 Group: 1 night free hotel with filght
520311,AGE < 50 families with Childen: free hotel meal
520314,AGE < 50 families with Childen: free hotel meal
520327,Economic hot spots: exclusive disounts
520358, AGE >= 50 Group: 1 night free hotel with filght
520373,AGE < 50 families with Childen: free hotel meal
520397,AGE < 50 no child: no cancellation fees
520405,AGE < 50 no child: no cancellation fees
520411,AGE < 50 no child: no cancellation fees
520422,AGE < 50 no child: no cancellation fees
520429, AGE >= 50 Group: 1 night free hotel with filght
520436,AGE < 50 no child: no cancellation fees
520440,Potential new users: 10% discount on first order.
520480,AGE < 50 no child: no cancellation fees
520491,Economic hot spots: exclusive disounts
520497,AGE < 50 no child: no cancellation fees
520527,AGE < 50 no child: no cancellation fees
520530,Economic hot spots: exclusive disounts
520532,AGE < 50 no child: no cancellation fees
520539, AGE >= 50 Group: 1 night free hotel with filght
520556,AGE < 50 families with Childen: free hotel meal
520558,AGE < 50 no child: no cancellation fees
520561,Potential new users: 10% discount on first order.
520603,Potential new users: 10% discount on first order.
520619, AGE >= 50 Group: 1 night free hotel with filght
520680,AGE < 50 no child: no cancellation fees
520696,AGE < 50 no child: no cancellation fees
520708,AGE < 50 no child: no cancellation fees
520719,Economic hot spots: exclusive disounts
520733,AGE < 50 no child: no cancellation fees
520745,Economic hot spots: exclusive disounts
520762,AGE < 50 no child: no cancellation fees
520770,AGE < 50 no child: no cancellation fees
520771, AGE >= 50 Group: 1 night free hotel with filght
520780,Potential new users: 10% discount on first order.
520783,AGE < 50 no child: no cancellation fees
520804, AGE >= 50 Group: 1 night free hotel with filght
520819, AGE >= 50 Group: 1 night free hotel with filght
520821,AGE < 50 no child: no cancellation fees
520844,AGE < 50 families with Childen: free hotel meal
520851, AGE >= 50 Group: 1 night free hotel with filght
520861, AGE >= 50 Group: 1 night free hotel with filght
520877, AGE >= 50 Group: 1 night free hotel with filght
520878,AGE < 50 no child: no cancellation fees
520882,AGE < 50 no child: no cancellation fees
520885,AGE < 50 families with Childen: free hotel meal
520898,AGE < 50 families with Childen: free hotel meal
520902,AGE < 50 no child: no cancellation fees
520920,AGE < 50 no child: no cancellation fees
520934, AGE >= 50 Group: 1 night free hotel with filght
520947,AGE < 50 families with Childen: free hotel meal
520959,Economic hot spots: exclusive disounts
521000,AGE < 50 no child: no cancellation fees
521004, AGE >= 50 Group: 1 night free hotel with filght
521009,Economic hot spots: exclusive disounts
521031,AGE < 50 no child: no cancellation fees
521033,AGE < 50 families with Childen: free hotel meal
521044,AGE < 50 no child: no cancellation fees
521060,AGE < 50 no child: no cancellation fees
521062,Potential new users: 10% discount on first order.
521065,AGE < 50 families with Childen: free hotel meal
521066,AGE < 50 no child: no cancellation fees
521070, AGE >= 50 Group: 1 night free hotel with filght
521109,AGE < 50 families with Childen: free hotel meal
521127,AGE < 50 no child: no cancellation fees
521152,AGE < 50 no child: no cancellation fees
521170,AGE < 50 no child: no cancellation fees
521185,AGE < 50 families with Childen: free hotel meal
521186, AGE >= 50 Group: 1 night free hotel with filght
521187,Potential new users: 10% discount on first order.
521192,AGE < 50 no child: no cancellation fees
521201, AGE >= 50 Group: 1 night free hotel with filght
521211,AGE < 50 no child: no cancellation fees
521212,AGE < 50 families with Childen: free hotel meal
521235,AGE < 50 no child: no cancellation fees
521250,AGE < 50 no child: no cancellation fees
521259,AGE < 50 no child: no cancellation fees
521282,AGE < 50 no child: no cancellation fees
521286,AGE < 50 no child: no cancellation fees
521293,AGE < 50 no child: no cancellation fees
521295,AGE < 50 families with Childen: free hotel meal
521298,AGE < 50 no child: no cancellation fees
521309, AGE >= 50 Group: 1 night free hotel with filght
521316,AGE < 50 no child: no cancellation fees
521331, AGE >= 50 Group: 1 night free hotel with filght
521335,AGE < 50 no child: no cancellation fees
521343,AGE < 50 no child: no cancellation fees
521379,Economic hot spots: exclusive disounts
521392,AGE < 50 no child: no cancellation fees
521404,AGE < 50 no child: no cancellation fees
521408, AGE >= 50 Group: 1 night free hotel with filght
521416,Economic hot spots: exclusive disounts
521434,Economic hot spots: exclusive disounts
521462, AGE >= 50 Group: 1 night free hotel with filght
521474,AGE < 50 no child: no cancellation fees
521491,AGE < 50 no child: no cancellation fees
521509,Economic hot spots: exclusive disounts
521510,AGE < 50 no child: no cancellation fees
521514,AGE < 50 families with Childen: free hotel meal
521587,Economic hot spots: exclusive disounts
521607,AGE < 50 no child: no cancellation fees
521609, AGE >= 50 Group: 1 night free hotel with filght
521642, AGE >= 50 Group: 1 night free hotel with filght
521657,AGE < 50 no child: no cancellation fees
521658,Economic hot spots: exclusive disounts
521663,Potential new users: 10% discount on first order.
521695,AGE < 50 no child: no cancellation fees
521708,AGE < 50 no child: no cancellation fees
521719,Economic hot spots: exclusive disounts
521720,AGE < 50 no child: no cancellation fees
521743,AGE < 50 no child: no cancellation fees
521748,AGE < 50 no child: no cancellation fees
521768,AGE < 50 no child: no cancellation fees
521785,Economic hot spots: exclusive disounts
521814,AGE < 50 families with Childen: free hotel meal
521818,AGE < 50 no child: no cancellation fees
521859,Economic hot spots: exclusive disounts
521865,AGE < 50 families with Childen: free hotel meal
521883,AGE < 50 no child: no cancellation fees
521884, AGE >= 50 Group: 1 night free hotel with filght
521885,AGE < 50 families with Childen: free hotel meal
521904,AGE < 50 families with Childen: free hotel meal
521921,AGE < 50 families with Childen: free hotel meal
521925,AGE < 50 no child: no cancellation fees
521941,AGE < 50 families with Childen: free hotel meal
521943, AGE >= 50 Group: 1 night free hotel with filght
521956,AGE < 50 no child: no cancellation fees
521963,AGE < 50 no child: no cancellation fees
521986, AGE >= 50 Group: 1 night free hotel with filght
521992,AGE < 50 families with Childen: free hotel meal
521997,Economic hot spots: exclusive disounts
522001,Potential new users: 10% discount on first order.
522005,AGE < 50 families with Childen: free hotel meal
522062, AGE >= 50 Group: 1 night free hotel with filght
522086,AGE < 50 families with Childen: free hotel meal
522111,AGE < 50 families with Childen: free hotel meal
522112,AGE < 50 families with Childen: free hotel meal
522115,AGE < 50 families with Childen: free hotel meal
522118, AGE >= 50 Group: 1 night free hotel with filght
522134,Potential new users: 10% discount on first order.
522152,AGE < 50 families with Childen: free hotel meal
522171,AGE < 50 no child: no cancellation fees
522179,AGE < 50 families with Childen: free hotel meal
522184,Potential new users: 10% discount on first order.
522201,AGE < 50 no child: no cancellation fees
522223, AGE >= 50 Group: 1 night free hotel with filght
522233,AGE < 50 no child: no cancellation fees
522237,AGE < 50 no child: no cancellation fees
522263,AGE < 50 no child: no cancellation fees
522265,AGE < 50 families with Childen: free hotel meal
522276,AGE < 50 no child: no cancellation fees
522286,AGE < 50 no child: no cancellation fees
522315,AGE < 50 no child: no cancellation fees
522323,AGE < 50 no child: no cancellation fees
522364,AGE < 50 no child: no cancellation fees
522373,AGE < 50 families with Childen: free hotel meal
522375, AGE >= 50 Group: 1 night free hotel with filght
522387,AGE < 50 no child: no cancellation fees
522402,AGE < 50 no child: no cancellation fees
522420,Potential new users: 10% discount on first order.
522426,AGE < 50 families with Childen: free hotel meal
522427,AGE < 50 no child: no cancellation fees
522438, AGE >= 50 Group: 1 night free hotel with filght
522441,Economic hot spots: exclusive disounts
522445,AGE < 50 no child: no cancellation fees
522457,AGE < 50 families with Childen: free hotel meal
522465,Economic hot spots: exclusive disounts
522476,AGE < 50 no child: no cancellation fees
522484, AGE >= 50 Group: 1 night free hotel with filght
522513,AGE < 50 no child: no cancellation fees
522523,AGE < 50 families with Childen: free hotel meal
522532,Economic hot spots: exclusive disounts
522533,AGE < 50 no child: no cancellation fees
522585,AGE < 50 families with Childen: free hotel meal
522607,AGE < 50 no child: no cancellation fees
522624,AGE < 50 no child: no cancellation fees
522631,AGE < 50 no child: no cancellation fees
522633,Economic hot spots: exclusive disounts
522634,AGE < 50 no child: no cancellation fees
522639,AGE < 50 no child: no cancellation fees
522654,AGE < 50 families with Childen: free hotel meal
522687,AGE < 50 families with Childen: free hotel meal
522738,AGE < 50 no child: no cancellation fees
522745,Economic hot spots: exclusive disounts
522748,AGE < 50 no child: no cancellation fees
522761,AGE < 50 no child: no cancellation fees
522788,AGE < 50 no child: no cancellation fees
522800,Economic hot spots: exclusive disounts
522809, AGE >= 50 Group: 1 night free hotel with filght
522873,Potential new users: 10% discount on first order.
522898,AGE < 50 families with Childen: free hotel meal
522911,Potential new users: 10% discount on first order.
522927,Economic hot spots: exclusive disounts
522937,AGE < 50 no child: no cancellation fees
522939,AGE < 50 families with Childen: free hotel meal
522943,Economic hot spots: exclusive disounts
522944,Economic hot spots: exclusive disounts
522970,AGE < 50 no child: no cancellation fees
522981,AGE < 50 no child: no cancellation fees
522999,AGE < 50 no child: no cancellation fees
523030,AGE < 50 no child: no cancellation fees
523057,Potential new users: 10% discount on first order.
523073,AGE < 50 families with Childen: free hotel meal
523077,AGE < 50 no child: no cancellation fees
523090,AGE < 50 families with Childen: free hotel meal
523098,AGE < 50 no child: no cancellation fees
523146,AGE < 50 families with Childen: free hotel meal
523158,AGE < 50 families with Childen: free hotel meal
523209,AGE < 50 families with Childen: free hotel meal
523228,AGE < 50 no child: no cancellation fees
523231,Economic hot spots: exclusive disounts
523256,AGE < 50 no child: no cancellation fees
523271,Economic hot spots: exclusive disounts
523273, AGE >= 50 Group: 1 night free hotel with filght
523290,AGE < 50 no child: no cancellation fees
523299,Potential new users: 10% discount on first order.
523301,AGE < 50 families with Childen: free hotel meal
523335,AGE < 50 no child: no cancellation fees
523338,AGE < 50 families with Childen: free hotel meal
523392,AGE < 50 no child: no cancellation fees
523395,AGE < 50 no child: no cancellation fees
523442, AGE >= 50 Group: 1 night free hotel with filght
523454, AGE >= 50 Group: 1 night free hotel with filght
523465, AGE >= 50 Group: 1 night free hotel with filght
523474,AGE < 50 no child: no cancellation fees
523484,Economic hot spots: exclusive disounts
523503,Potential new users: 10% discount on first order.
523505,AGE < 50 no child: no cancellation fees
523511,AGE < 50 families with Childen: free hotel meal
523513,Economic hot spots: exclusive disounts
523517,AGE < 50 no child: no cancellation fees
523526,AGE < 50 no child: no cancellation fees
523546, AGE >= 50 Group: 1 night free hotel with filght
523559,AGE < 50 no child: no cancellation fees
523612,AGE < 50 families with Childen: free hotel meal
523619,AGE < 50 families with Childen: free hotel meal
523657,AGE < 50 no child: no cancellation fees
523666, AGE >= 50 Group: 1 night free hotel with filght
523686,AGE < 50 families with Childen: free hotel meal
523690,AGE < 50 no child: no cancellation fees
523700, AGE >= 50 Group: 1 night free hotel with filght
523710,AGE < 50 no child: no cancellation fees
523715,AGE < 50 families with Childen: free hotel meal
523717,AGE < 50 no child: no cancellation fees
523729, AGE >= 50 Group: 1 night free hotel with filght
523735, AGE >= 50 Group: 1 night free hotel with filght
523746,Economic hot spots: exclusive disounts
523756,AGE < 50 no child: no cancellation fees
523768, AGE >= 50 Group: 1 night free hotel with filght
523771,AGE < 50 families with Childen: free hotel meal
523787,AGE < 50 families with Childen: free hotel meal
523800,AGE < 50 no child: no cancellation fees
523807, AGE >= 50 Group: 1 night free hotel with filght
523819,AGE < 50 no child: no cancellation fees
523824,AGE < 50 no child: no cancellation fees
523841,AGE < 50 no child: no cancellation fees
523842,AGE < 50 no child: no cancellation fees
523845,AGE < 50 families with Childen: free hotel meal
523846,AGE < 50 families with Childen: free hotel meal
523860,AGE < 50 families with Childen: free hotel meal
523866,AGE < 50 no child: no cancellation fees
523877,Economic hot spots: exclusive disounts
523887,AGE < 50 no child: no cancellation fees
523913,AGE < 50 families with Childen: free hotel meal
523938,Economic hot spots: exclusive disounts
523981, AGE >= 50 Group: 1 night free hotel with filght
524001,AGE < 50 no child: no cancellation fees
524012,Economic hot spots: exclusive disounts
524031,AGE < 50 no child: no cancellation fees
524036,Economic hot spots: exclusive disounts
524038,AGE < 50 no child: no cancellation fees
524043, AGE >= 50 Group: 1 night free hotel with filght
524046, AGE >= 50 Group: 1 night free hotel with filght
524052,AGE < 50 no child: no cancellation fees
524057,Economic hot spots: exclusive disounts
524076, AGE >= 50 Group: 1 night free hotel with filght
524080,Economic hot spots: exclusive disounts
524098,Potential new users: 10% discount on first order.
524116, AGE >= 50 Group: 1 night free hotel with filght
524120,AGE < 50 no child: no cancellation fees
524151,Economic hot spots: exclusive disounts
524167,AGE < 50 families with Childen: free hotel meal
524169,AGE < 50 families with Childen: free hotel meal
524172,Potential new users: 10% discount on first order.
524180, AGE >= 50 Group: 1 night free hotel with filght
524194,AGE < 50 no child: no cancellation fees
524200,Economic hot spots: exclusive disounts
524211,Economic hot spots: exclusive disounts
524214,AGE < 50 no child: no cancellation fees
524226,AGE < 50 families with Childen: free hotel meal
524244,AGE < 50 no child: no cancellation fees
524251,AGE < 50 families with Childen: free hotel meal
524278,AGE < 50 families with Childen: free hotel meal
524313, AGE >= 50 Group: 1 night free hotel with filght
524318,Potential new users: 10% discount on first order.
524328,AGE < 50 families with Childen: free hotel meal
524358,AGE < 50 families with Childen: free hotel meal
524365,AGE < 50 no child: no cancellation fees
524383,AGE < 50 no child: no cancellation fees
524407,AGE < 50 no child: no cancellation fees
524412, AGE >= 50 Group: 1 night free hotel with filght
524419, AGE >= 50 Group: 1 night free hotel with filght
524448,Potential new users: 10% discount on first order.
524473, AGE >= 50 Group: 1 night free hotel with filght
524484,Potential new users: 10% discount on first order.
524511,Economic hot spots: exclusive disounts
524572,AGE < 50 families with Childen: free hotel meal
524606,Potential new users: 10% discount on first order.
524607,Economic hot spots: exclusive disounts
524615, AGE >= 50 Group: 1 night free hotel with filght
524620,AGE < 50 no child: no cancellation fees
524628,Economic hot spots: exclusive disounts
524637,Economic hot spots: exclusive disounts
524644,AGE < 50 no child: no cancellation fees
524650,AGE < 50 no child: no cancellation fees
524663,AGE < 50 families with Childen: free hotel meal
524668,Economic hot spots: exclusive disounts
524682,AGE < 50 no child: no cancellation fees
524722, AGE >= 50 Group: 1 night free hotel with filght
524728,Potential new users: 10% discount on first order.
524739, AGE >= 50 Group: 1 night free hotel with filght
524766,AGE < 50 families with Childen: free hotel meal
524797,Potential new users: 10% discount on first order.
524805,AGE < 50 families with Childen: free hotel meal
524807,AGE < 50 families with Childen: free hotel meal
524821,Potential new users: 10% discount on first order.
524834,AGE < 50 families with Childen: free hotel meal
524842,AGE < 50 families with Childen: free hotel meal
524849, AGE >= 50 Group: 1 night free hotel with filght
524861,AGE < 50 no child: no cancellation fees
524880,Potential new users: 10% discount on first order.
524885,Potential new users: 10% discount on first order.
524895,AGE < 50 no child: no cancellation fees
524909, AGE >= 50 Group: 1 night free hotel with filght
524913,AGE < 50 no child: no cancellation fees
524923,AGE < 50 no child: no cancellation fees
524926,AGE < 50 no child: no cancellation fees
524929,AGE < 50 no child: no cancellation fees
524940,AGE < 50 families with Childen: free hotel meal
524980,AGE < 50 no child: no cancellation fees
525022,AGE < 50 no child: no cancellation fees
525034, AGE >= 50 Group: 1 night free hotel with filght
525043,AGE < 50 no child: no cancellation fees
525053,AGE < 50 no child: no cancellation fees
525056,Economic hot spots: exclusive disounts
525081, AGE >= 50 Group: 1 night free hotel with filght
525089,AGE < 50 no child: no cancellation fees
525102,AGE < 50 families with Childen: free hotel meal
525106,AGE < 50 no child: no cancellation fees
525168, AGE >= 50 Group: 1 night free hotel with filght
525175, AGE >= 50 Group: 1 night free hotel with filght
525176, AGE >= 50 Group: 1 night free hotel with filght
525201, AGE >= 50 Group: 1 night free hotel with filght
525212,AGE < 50 no child: no cancellation fees
525227,AGE < 50 no child: no cancellation fees
525234, AGE >= 50 Group: 1 night free hotel with filght
525244,Economic hot spots: exclusive disounts
