trip_id,origin_airport,destination,destination_airport,seats,return_flight_booked,departure_time,return_time,checked_bags,trip_airline,destination_airport_lat,destination_airport_lon,base_fare_usd,flight_distance_km
566032-6cdd35d119b846b1948b94a6686dbc52,SAT,los angeles,LAX,2,TRUE,2023/5/17 7:00,2023/5/23 7:00,0,Norwegian Air Shuttle,33.942,-118.408,725.45,1944.60747
566032-adf3737523844aeebe336229d9fc4b90,SAT,san diego,SAN,1,TRUE,2023/4/16 8:00,2023/4/17 8:00,1,American Airlines,32.699,-117.215,311.93,1816.254268
566735-4227e5eebf0a44699f5827263b0a626c,BOS,san diego,SAN,1,TRUE,2023/3/13 14:00,2023/3/15 14:00,1,Alaska Airlines,32.699,-117.215,747.5,4159.806454
566735-978b549aa0804742883e1a10e57d6790,BOS,indianapolis,IND,1,TRUE,2023/4/2 9:00,2023/4/6 9:00,1,Allegiant Air,39.717,-86.294,175.15,1313.640833
566735-10696d8df5484e269677d4a3207857bb,BOS,las vegas,LSV,1,TRUE,2023/4/14 8:00,2023/4/17 8:00,1,American Airlines,36.08,-115.152,733.37,3822.694702
566735-54745677beb147d0bb937c6808ed66f6,BOS,portland,PDX,1,TRUE,2023/2/11 8:00,2023/2/15 8:00,0,JetBlue Airways,45.589,-122.597,711.99,4072.264733
566770-87a480de8143498bba4ba3513721a496,YYC,nashville,BNA,2,TRUE,2023/3/30 7:00,2023/4/2 7:00,1,JetBlue Airways,36.124,-86.678,981.75,2734.103349
566875-a2cd8d7f029a4ed09bbce831de3a3dfb,YZD,new york,LGA,4,TRUE,2023/3/7 7:00,2023/3/12 7:00,0,Spirit Airlines,40.64,-73.779,422.75,581.5701947
566875-b506355a0bf6484f9b37a99666e1f99a,YZD,los angeles,LSQ,1,TRUE,2023/7/20 10:00,2023/7/22 10:00,1,Ryanair,33.942,-118.408,615.91,3507.751812
566875-ec782975633b4a48a5486870fd121934,YZD,new york,LGA,1,TRUE,2023/5/22 7:00,2023/5/24 7:00,1,Allegiant Air,40.64,-73.779,104.44,581.5701947
566875-cf0356ddc9854a8699ff9795ecdee967,YZD,denver,DEN,1,TRUE,2023/6/16 16:00,2023/6/21 16:00,0,AirTran Airways,39.858,-104.667,424.33,2124.434228
566875-648eea1d4897428d9f386096ce541334,YZD,los angeles,LAX,1,TRUE,2023/4/22 7:00,2023/4/27 7:00,2,American Airlines,33.942,-118.408,661.61,3507.751812
567448-82ee8ae1af9e4c6aa06d89ee6a92cc79,PWM,phoenix,LUF,1,TRUE,2023/4/19 11:00,2023/5/1 11:00,0,American Airlines,33.535,-112.383,687.32,3780.823789
567448-dc172b0950484cda973950e5188aed4e,PWM,new york,LGA,1,TRUE,2023/2/12 7:00,2023/2/15 7:00,0,United Airlines,40.64,-73.779,82.25,439.8843547
568486-311a71eb31b3486ca99475e11586e135,YYC,los angeles,LAX,1,TRUE,2023/3/1 8:00,2023/3/6 8:00,0,AirTran Airways,33.942,-118.408,345.08,1942.110292
568486-0fcd475b6af54572baeaa32103a2668e,YYC,philadelphia,PNE,1,TRUE,2023/2/11 7:00,2023/2/14 7:00,0,Delta Air Lines,39.872,-75.241,587.56,3224.810898
568486-3824599cd417482daa0802320e5e7b63,YYC,san antonio,SKF,1,TRUE,2023/6/3 9:00,2023/6/8 9:00,2,Ryanair,29.529,-98.279,398.38,2733.068609
568486-d75f3466d84d462db834c559a7393550,YYC,los angeles,LSQ,1,TRUE,2023/4/2 7:00,2023/4/19 7:00,0,United Airlines,33.942,-118.408,361.52,1942.110292
570144-e113e9a0e2c240d1a2b6a3105dfbf9fa,IND,boston,BOS,1,TRUE,2023/5/9 16:00,2023/5/12 16:00,1,Iberia Airlines,42.364,-71.005,245.95,1313.640833
570144-29931884826a4cfb9f14a55d99d9ade4,IND,new york,LGA,1,TRUE,2023/7/9 8:00,2023/7/13 8:00,0,Southwest Airlines,40.64,-73.779,190.76,1067.267081
570144-adfdd9496e144f69bafb9cc0ba193922,IND,las vegas,LSV,1,TRUE,2023/5/27 10:00,2023/5/28 10:00,2,Delta Air Lines,36.08,-115.152,478.19,2552.897876
570144-12ae09b98e424c2d8e38889e6b2a31a1,IND,charlotte,CLT,1,TRUE,2023/4/6 14:00,2023/4/16 14:00,1,American Airlines,35.214,-80.943,123.74,688.0186439
570224-08fe431e01d6453eab3108eb914773bc,SPG,new york,JFK,1,TRUE,2023/5/8 15:00,2023/5/14 15:00,1,Delta Air Lines,40.64,-73.779,297.24,1644.567948
570224-00457abe9cf44af59331c0ad64043662,SPG,new york,JFK,1,TRUE,2023/4/5 14:00,2023/4/9 14:00,0,City Connexion Airlines,40.64,-73.779,295.44,1644.567948
570226-e8473380075a41f3824e772810f7bbc6,YXU,tucson,DMA,1,TRUE,2023/2/10 13:00,2023/2/17 13:00,1,American Airlines,32.166,-110.883,511.95,2864.414988
570226-da4af1436b7f4fbfac3cd94e09b3736d,YXU,winnipeg,YWG,1,TRUE,2023/7/14 12:00,2023/7/19 12:00,0,First Air,50.056,-97.032,255.22,1439.042546
570226-e80ed687452343eaa459740be32d3aa1,YXU,nashville,BNA,1,TRUE,2023/3/14 11:00,2023/3/19 11:00,1,Delta Air Lines,36.124,-86.678,174.29,902.1849949
570226-10cf21cbaf17485f91ca2b3f0ae1da55,YXU,new york,LGA,1,TRUE,2023/6/20 10:00,2023/6/23 10:00,1,JetBlue Airways,40.64,-73.779,112.21,666.2253117
570291-47e81fe4a1294deaaeb1c466fe334aee,LRF,columbus,LCK,1,TRUE,2023/3/29 7:00,2023/4/5 7:00,1,Allegiant Air,39.998,-82.892,162.24,992.2323661
570291-078da560570f4c079a15e44b32f5b83b,LRF,new york,JFK,1,TRUE,2023/7/22 7:00,2023/7/25 7:00,0,Allegiant Air,40.64,-73.779,305.56,1730.893033
571251-1bd73e567b7a4bc2a2c82f719cec983f,PDX,austin,AUS,1,TRUE,2023/2/23 15:00,2023/2/25 15:00,0,Southwest Airlines,30.194,-97.67,540.54,2757.695437
571913-6733575fdd7f4aaba4f6251f3bebc396,YUL,baltimore,BWI,1,TRUE,2023/6/2 9:00,2023/6/6 9:00,0,Southwest Airlines,39.175,-76.668,132.93,739.8311281
573249-853074fa683248db9c389343fe3c74a0,YED,new york,JFK,1,TRUE,2023/2/10 11:00,2023/2/12 11:00,0,American Airlines,40.64,-73.779,545.87,3276.436066
573249-fe22cda676ca4c07a6bbda9b95cba630,YED,denver,DEN,1,TRUE,2023/3/2 7:00,2023/3/6 7:00,0,Delta Air Lines,39.858,-104.667,317.73,1672.418568
573249-cb1274e2729949fea71b1c6576092664,YED,columbus,CMH,1,TRUE,2023/7/21 10:00,2023/8/12 10:00,0,Delta Air Lines,39.998,-82.892,535.16,2745.543386
573291-08de0f2d577b41089eede5a2bde5e253,YWG,new york,JFK,1,TRUE,2023/6/14 7:00,2023/6/17 7:00,0,American Airlines,40.64,-73.779,376.99,2092.173165
573291-031433fb351e4ca1a3da3acb436dc801,YWG,denver,DEN,1,TRUE,2023/3/5 7:00,2023/3/12 7:00,0,United Airlines,39.858,-104.667,215.17,1260.366567
573291-80a7c1d0f7994799a913a433a9e11d17,YWG,boston,BOS,1,TRUE,2023/5/5 7:00,2023/5/10 7:00,0,JetBlue Airways,42.364,-71.005,440.84,2173.938678
573291-59a868a69ddf4608a156a46ad57edbd3,YWG,new york,LGA,1,FALSE,2023/3/21 14:00,,1,American Airlines,40.64,-73.779,199.7,2092.173165
573291-704406588fda416b9af5b70954da7811,YWG,washington,IAD,1,TRUE,2023/4/3 7:00,2023/4/4 7:00,0,Delta Air Lines,38.852,-77.037,354.4,2010.988777
573365-d850336fbcc24feaadbc0eb465ff6234,YZD,geneva,GVA,1,TRUE,2024/1/9 7:00,2024/1/20 7:00,0,Swiss International Air Lines,46.238,6.109,1198.27,6389.134097
573922-6362581df0db422e91950943cae22cb3,TUL,nashville,BNA,1,TRUE,2023/2/14 7:00,2023/2/25 7:00,0,Southwest Airlines,36.124,-86.678,138.39,826.5542153
573922-74bdc58ace864882bb6c0a285ab99781,TUL,winnipeg,YAV,2,TRUE,2023/3/20 15:00,2023/3/24 15:00,0,Delta Air Lines,50.056,-97.032,518.06,1543.6839
573946-ec94c3c4ded5483d8167e24420e82e40,TUS,columbus,LCK,1,TRUE,2023/7/20 9:00,2023/7/22 9:00,1,Allegiant Air,39.998,-82.892,450.93,2656.145745
573946-6c6e551e83484624896134b8d84b7340,TUS,calgary,YYC,1,TRUE,2023/3/1 9:00,2023/3/5 9:00,0,Air Canada,51.114,-114.02,379.86,2127.451931
574003-93bd0b4b84e740e092b608460e60d145,JFK,charlotte,CLT,1,TRUE,2023/4/9 8:00,2023/4/14 8:00,0,American Airlines,35.214,-80.943,149.89,870.5313389
574003-8091aea58d794724a0382fdf2028b712,JFK,detroit,DET,1,TRUE,2023/2/16 7:00,2023/2/18 7:00,2,Delta Air Lines,42.409,-83.01,156.24,792.7896327
574003-3e720124b2d04e9d80a8efff6a89eb1f,JFK,hamburg,HAM,1,TRUE,2024/3/7 18:00,2024/3/21 18:00,0,easyJet,53.63,9.988,1078.56,6117.965945
385689-c27687580bcd428cb03f617f06163058,BNA,toronto,YTZ,1,TRUE,2023/4/1 7:00,2023/4/9 7:00,0,Porter Airlines,43.862,-79.37,192.91,1061.067231
385689-93ed5b79c798469cb73e9c47821c6a2c,BNA,san jose,SJI,1,TRUE,2023/1/27 7:00,2023/1/29 7:00,1,Cebu Pacific,37.362,-121.929,546.73,3125.718389
385689-4e21e80041ac4815a6d376263e9e6bb4,BNA,boston,BOS,2,TRUE,2023/3/11 7:00,2023/3/14 7:00,0,Cape Air,42.364,-71.005,554.67,1514.311638
388767-a4fdbc05eae84354a598df31d1063bda,TLH,el paso,ELP,1,TRUE,2023/1/29 7:00,2023/2/9 7:00,1,Southwest Airlines,31.849,-106.38,372.34,2099.655874
395981-72ec3a80b11e44249ebf58f30bd05eea,YVR,denver,DEN,1,TRUE,2023/6/16 10:00,2023/6/18 10:00,1,Air Canada,39.858,-104.667,312.44,1790.067786
395981-a1e40c3dba984fa9b1ed308322171a2b,YVR,hamilton,HLZ,2,TRUE,2023/4/13 7:00,2023/4/15 7:00,1,Air New Zealand,43.173,-79.935,1185.11,3348.315547
395981-547a3a64d03a4e6ba71d6ebf2f4de40f,YVR,detroit,YIP,1,TRUE,2023/3/11 15:00,2023/3/14 15:00,1,United Airlines,42.409,-83.01,517.37,3164.23627
401245-d289514fbcee49c489741afd4d8298d4,OFF,los angeles,LAX,1,TRUE,2023/2/3 15:00,2023/2/9 15:00,0,Great Lakes Airlines,33.942,-118.408,366.32,2130.340871
401245-b7020fc6105748ee997ee261c7146523,OFF,san antonio,SKF,1,TRUE,2023/1/18 7:00,2023/1/19 7:00,0,United Airlines,29.529,-98.279,221.34,1306.241534
401245-da2ff7ce155f4893891e79a3e828342e,OFF,los angeles,LAX,1,TRUE,2023/2/21 11:00,2023/2/24 11:00,0,Volaris,33.942,-118.408,364.14,2130.340871
404879-e797fef1cec94e288c02dcbefab654ca,EWR,los angeles,LSQ,1,TRUE,2023/7/3 16:00,2023/7/6 16:00,0,American Airlines,33.942,-118.408,803.89,3941.011661
404879-7e184b9e52334a54906dac80f3420383,EWR,chicago,UGN,1,TRUE,2023/4/10 12:00,2023/4/13 12:00,0,United Airlines,41.786,-87.752,193.03,1141.027392
404879-0c875968599b42788c6a7216b30aeb08,EWR,new york,LGA,1,FALSE,2023/3/20 7:00,,1,Delta Air Lines,40.64,-73.779,3.28,33.39834261
404879-b0ca84a1abc54fff91d388690eb8bdb3,EWR,philadelphia,PHL,2,TRUE,2023/2/9 13:00,2023/2/16 13:00,1,JetBlue Airways,39.872,-75.241,46.68,128.7726444
413340-6e138ea9f8294763bd7ff6345c4464cf,BNA,san antonio,RND,1,TRUE,2023/5/11 8:00,2023/5/21 8:00,0,United Airlines,29.529,-98.279,224.29,1307.169625
413340-dea97ced4fbf4ccd97fa510296fce6b7,BNA,chicago,MDW,1,TRUE,2023/7/8 13:00,2023/7/13 13:00,1,Southwest Airlines,41.786,-87.752,105.54,636.3817744
413340-d2713ec590734ddc8fa1f2bc125c5925,BNA,houston,EFD,1,TRUE,2023/2/28 11:00,2023/3/1 11:00,1,Delta Air Lines,29.607,-95.159,202.23,1072.706282
458919-1518bb9bd11f4b82a911b9f6edb39cd0,FAT,new york,LGA,1,TRUE,2023/1/18 15:00,2023/1/21 15:00,2,American Airlines,40.64,-73.779,728.66,3963.953309
574003-3e720124b2d04e9d80a8efff6a89eb1f,JFK,hamburg,HAM,1,TRUE,2024/3/7 18:00,2024/3/21 18:00,0,easyJet,53.63,9.988,1078.56,6117.965945
574071-6930154d3af14cd3a28e40cb4ec38105,YWG,houston,HOU,1,TRUE,2023/5/24 10:00,2023/5/27 10:00,0,Southwest Airlines,29.607,-95.159,425.76,2264.322023
574071-2c2fd5043e0c4a1a9b192c25cd721410,YWG,louisville,LOU,1,TRUE,2023/2/28 7:00,2023/3/5 7:00,1,Ryanair,38.228,-85.664,265.15,1590.312663
574071-f96048507f2b48228a9aa1808bd3ce0b,YWG,dallas,DAL,1,TRUE,2023/2/13 16:00,2023/2/17 16:00,1,Southwest Airlines,32.847,-96.852,327.6,1897.580103
574071-c2a79e09043c4c0b9154e03005dabe60,YWG,detroit,DTW,1,TRUE,2023/5/10 13:00,2023/5/14 13:00,0,AirTran Airways,42.409,-83.01,240.07,1373.079691
574794-dd6b11de785e4632837987c2dcf89240,COS,chicago,ORD,2,FALSE,2023/7/2 7:00,,0,JetBlue Airways,41.786,-87.752,250.82,1472.413386
574794-36c6c32e09624d2191b7eb82aa312448,COS,new york,JFK,1,TRUE,2023/3/24 7:00,2023/4/1 7:00,1,Emirates,40.64,-73.779,508.72,2638.740463
575561-396c8ce6dd19475ab406d9a0fc20ed78,BIF,san diego,SAN,1,TRUE,2023/5/3 12:00,2023/5/7 12:00,0,JetBlue Airways,32.699,-117.215,188.41,1022.583946
575561-1d5f1221e78f45b291677a04cd3bbf29,BIF,new york,JFK,1,TRUE,2023/4/10 7:00,2023/4/13 7:00,2,Delta Air Lines,40.64,-73.779,534.04,3062.20462
575561-297f239afe7e405490e5049e16b039ae,BIF,fort worth,FTW,1,TRUE,2023/2/24 7:00,2023/2/26 7:00,1,United Airlines,32.82,-97.362,157.53,853.8494933
576849-4fb08afc32b54d31a59bde06268f4625,EFD,toronto,YZD,1,TRUE,2023/3/23 10:00,2023/4/9 10:00,1,Delta Air Lines,43.862,-79.37,378.66,2111.937645
576849-b3aa17e8ef474fa49960baf1db3d5dc3,EFD,montreal,YHU,1,TRUE,2023/5/3 12:00,2023/5/9 12:00,1,Delta Air Lines,45.517,-73.417,477.05,2592.313092
577046-3942ebd72ea944d791f0ae8d746540e1,JFK,toronto,YKZ,1,TRUE,2023/6/7 16:00,2023/6/12 16:00,0,Ryanair,43.862,-79.37,94.26,582.9688256
577180-624989735ccd413cb41d9cea3a36a5a7,JFK,toronto,YTZ,1,TRUE,2023/7/9 14:00,2023/7/12 14:00,1,Air Canada,43.862,-79.37,101.36,582.9688256
577180-cfd71a15910a44a68c9236065c88bb13,JFK,detroit,DTW,1,TRUE,2023/4/19 16:00,2023/4/21 16:00,1,Frontier Airlines,42.409,-83.01,146.88,792.7896327
577180-2a21b5ee2f4f4698a6ffc7132846c4e5,JFK,san jose,SJI,1,FALSE,2023/4/30 8:00,,0,Cebu Pacific,37.362,-121.929,355.59,4124.793561
577180-98d8f1cfc92643b8af9683a3ab83d98d,JFK,winnipeg,YWG,1,TRUE,2023/2/19 16:00,2023/2/21 16:00,1,Air Canada,50.056,-97.032,402.94,2084.464197
577180-2c91811baddf4eb29d2b2163cb59e3e4,JFK,charlotte,CLT,1,TRUE,2023/5/16 7:00,2023/5/30 7:00,0,Southwest Airlines,35.214,-80.943,163.86,870.5313389
577625-54c33f11059c46768d070a245d0de8ff,AUS,winnipeg,YWG,1,TRUE,2023/6/15 7:00,2023/6/17 7:00,1,Air Canada,50.056,-97.032,387.54,2209.198664
577625-58ed6819bbba4d879d976b01cccad365,AUS,portland,PDX,1,TRUE,2023/5/9 16:00,2023/5/16 16:00,0,Alaska Airlines,45.589,-122.597,548.21,2757.695437
577921-ef996c6b07fe4ad5b5e127517ac7a8e2,LUF,las vegas,LSV,1,TRUE,2023/3/5 11:00,2023/3/6 11:00,0,Ryanair,36.08,-115.152,53.15,379.428444
578929-a98728a09b2746a6b4d2e877264288f2,LAX,jacksonville,NCA,1,TRUE,2023/5/21 8:00,2023/5/23 8:00,0,Ryanair,30.494,-81.688,587.61,3457.274146
578929-0e3411d18aa14e0e9f45f31e665550c1,LAX,toronto,YKZ,2,FALSE,2023/3/30 7:00,,1,United Airlines,43.862,-79.37,593.1,3516.533724
578929-3d9718aabef04729ba003595623d291d,LAX,edmonton,YXD,1,TRUE,2023/2/19 10:00,2023/2/21 10:00,1,American Airlines,53.667,-113.467,389.67,2227.54264
579829-6e2cbfbd33214bc98783ed97040805a7,YYC,fort worth,FTW,1,TRUE,2023/3/10 7:00,2023/3/12 7:00,0,American Airlines,32.82,-97.362,417.77,2444.007257
579829-732820e5bfce48a99fc5770bdfe81185,YYC,tucson,TUS,1,TRUE,2023/2/15 16:00,2023/2/17 16:00,1,United Airlines,32.166,-110.883,383.6,2122.490056
579829-5fe304c39c3e4b1584721fff699508fa,YYC,baltimore,BWI,1,TRUE,2023/3/19 14:00,2023/3/23 14:00,1,AirTran Airways,39.175,-76.668,533.31,3172.416511
580971-748cb6d62e744a7aa1311249f83169ab,YTZ,indianapolis,IND,1,TRUE,2023/2/16 8:00,2023/2/18 8:00,0,United Airlines,39.717,-86.294,126.26,718.8036703
580971-539a4675581c4689b2ee988e6ab48c42,YTZ,san francisco,SFO,1,TRUE,2023/3/29 7:00,2023/4/8 7:00,0,United Airlines,37.619,-122.375,716.21,3646.53887
581307-158e6f3c95ed402c85022d7760a81ec1,SAT,montreal,YMX,1,TRUE,2023/3/3 13:00,2023/3/7 13:00,0,Delta Air Lines,45.517,-73.417,511.77,2814.681244
581307-16b6c9be9dbb4766902864eb945a8410,SAT,toronto,YTZ,1,TRUE,2023/2/16 9:00,2023/2/19 9:00,0,Porter Airlines,43.862,-79.37,449.51,2321.195186
581388-6c83cf2696824b47af3c2bd8f194b3ca,DEN,philadelphia,PHL,1,TRUE,2023/2/14 7:00,2023/2/22 7:00,1,American Airlines,39.872,-75.241,445.88,2499.960643
581666-eea80b6d4a4b4181b4cc8d8992e86db4,RNO,montreal,YUL,1,TRUE,2023/6/30 13:00,2023/7/7 13:00,2,Lufthansa,45.517,-73.417,754.06,3803.757405
581666-06f0b43c7555400986065ab8a5326389,RNO,new york,JFK,1,TRUE,2023/2/16 7:00,2023/2/24 7:00,0,Iberia Airlines,40.64,-73.779,645.31,3870.211595
581666-c9af2d58486c4720b9ad39df5f1a2615,RNO,louisville,LOU,1,TRUE,2023/7/21 9:00,2023/8/4 9:00,0,United Airlines,38.228,-85.664,502.06,2938.49521
582484-0b874c0588ca4864acfd9c4c583a82da,IND,new york,JFK,1,TRUE,2023/3/12 7:00,2023/3/14 7:00,1,JetBlue Airways,40.64,-73.779,197.48,1067.267081
582484-2d05ff36b82d4608868dfbf81b3fc5c9,IND,philadelphia,PNE,1,TRUE,2023/4/4 7:00,2023/4/8 7:00,1,Ryanair,39.872,-75.241,168.06,943.880234
582484-1e6d0d02ed10433b87343c23f8040498,IND,houston,EFD,1,TRUE,2023/2/17 12:00,2023/2/20 12:00,0,United Airlines,29.607,-95.159,256.04,1384.407862
583016-b3ea1f49284f4df39394f882763f3119,LRD,san antonio,RND,1,TRUE,2023/4/16 13:00,2023/4/20 13:00,0,Ryanair,29.529,-98.279,42.69,249.0938136
583764-be563714246744a28781cba4f957978e,HNL,calgary,YYC,1,TRUE,2023/7/27 14:00,2023/7/30 14:00,1,WestJet,51.114,-114.02,849.03,5028.974305
583764-9bc28b6984154698b1c86d3468558e03,HNL,los angeles,LSQ,4,TRUE,2023/2/21 7:00,2023/2/27 7:00,4,Delta Air Lines,33.942,-118.408,3149.49,4108.712692
583976-ba9eca0840bd40af87991e3d4ead016b,LAX,las vegas,LSV,1,TRUE,2023/3/30 7:00,2023/4/3 7:00,0,United Airlines,36.08,-115.152,66.56,380.0231745
583976-2336eb4577a9492f8cf1f4a57713112a,LAX,winnipeg,YAV,1,TRUE,2023/5/19 7:00,2023/5/23 7:00,0,Ryanair,50.056,-97.032,361.63,2498.70488
584134-7b2264ddde6c478eb7c0ee6bacc514fb,RNO,montreal,YUL,1,TRUE,2023/2/15 10:00,2023/2/18 10:00,0,Air Transat,45.517,-73.417,648.48,3803.757405
584134-fc7ee14e55a947df97fc5dad36901379,RNO,indianapolis,IND,1,TRUE,2023/6/4 12:00,2023/6/6 12:00,0,Delta Air Lines,39.717,-86.294,506.77,2850.858518
586122-97f038d9a825462c8ad4b0cf7e204d13,IND,philadelphia,PHL,1,TRUE,2023/3/19 7:00,2023/3/22 7:00,0,American Airlines,39.872,-75.241,177.63,943.880234
586122-d8c84a20ec8f45d3816059a37db4339f,IND,denver,DEN,1,TRUE,2023/3/3 7:00,2023/3/5 7:00,0,Virgin Atlantic Airways,39.858,-104.667,274.87,1567.183834
586251-dc43713b964748e3a4ca2baa4b7fba8d,LGB,chicago,ORD,1,TRUE,2023/5/9 13:00,2023/5/23 13:00,1,United Airlines,41.786,-87.752,456.33,2796.818213
586251-f85ed944e789459c88809120b822e306,LGB,dallas,DAL,1,TRUE,2023/4/10 7:00,2023/4/12 7:00,1,Southwest Airlines,32.847,-96.852,351.01,1978.161118
586251-3b470431d9f541509dfee825f80d8716,LGB,shenzhen,SZX,1,TRUE,2024/5/22 7:00,2024/5/28 7:00,0,Air China,22.639,113.812,1965.08,11671.67544
586251-3b470431d9f541509dfee825f80d8716,LGB,shenzhen,SZX,1,TRUE,2024/5/22 7:00,2024/5/28 7:00,0,Air China,22.639,113.812,1965.08,11671.67544
587313-784b34ee8ea941dfb1b195cf6831eacc,JFK,quebec,YQB,1,TRUE,2023/2/17 11:00,2023/2/20 11:00,0,American Airlines,46.788,-71.398,111.66,709.8107853
590697-21810c6be380473fafd69bf0bb32adee,CLE,new york,JFK,3,TRUE,2023/5/5 12:00,2023/5/8 12:00,0,JetBlue Airways,40.64,-73.779,350.26,682.2141711
590981-3cfea6fa8d3147d3a50ed4580a744bf4,PHL,vancouver,YVR,1,TRUE,2023/4/29 11:00,2023/5/2 11:00,1,Air Canada,49.195,-123.182,636.52,3868.668628
590981-3afe0446580846d5b67363cbdafe2458,PHL,new york,LGA,1,TRUE,2023/2/24 8:00,2023/2/26 8:00,1,Delta Air Lines,40.64,-73.779,31.43,150.6118063
593385-6ff17a23e73546eb960f82f026a5a89e,JFK,los angeles,LSQ,1,TRUE,2023/3/13 14:00,2023/3/18 14:00,0,Ryanair,33.942,-118.408,634.94,3974.209843
593385-3a1dc08e12c34abcb30d532c15a2ab34,JFK,los angeles,LAX,1,TRUE,2023/5/20 15:00,2023/6/2 15:00,2,American Airlines,33.942,-118.408,682.11,3974.209843
593385-a5239b76422c4c799486bdcecef89d2c,JFK,el paso,BIF,3,TRUE,2023/4/19 7:00,2023/4/23 7:00,1,Delta Air Lines,31.849,-106.38,1620.5,3062.20462
593385-e158202c7504428f99cc99daa2b7355f,JFK,calgary,YYC,1,TRUE,2023/5/1 7:00,2023/5/4 7:00,1,WestJet,51.114,-114.02,547.01,3277.11177
593494-04d9aa8a34cc41e7b28dc1eb4b752480,LGA,boston,BOS,1,TRUE,2023/2/21 14:00,2023/2/26 14:00,0,American Airlines,42.364,-71.005,53.32,296.6597798
593494-887a8198fe7144db90222a149187e544,LGA,calgary,YYC,1,TRUE,2023/4/22 7:00,2023/4/23 7:00,0,Air Transat,51.114,-114.02,548.94,3262.038799
593494-1fb3c96f84c341049bd369db1b113759,LGA,austin,AUS,1,TRUE,2023/5/26 7:00,2023/5/30 7:00,0,KLM Royal Dutch Airlines,30.194,-97.67,417.22,2443.654363
594042-2a6218c100e5466b8e30f5869a94ddeb,MEM,ottawa,YOW,1,TRUE,2023/6/8 7:00,2023/6/10 7:00,0,WestJet,45.323,-75.669,299.74,1663.925059
594042-0a39b2a632dc46adb7bff1a2b5374f90,MEM,san diego,NZY,1,TRUE,2023/3/26 16:00,2023/3/28 16:00,0,United Airlines,32.699,-117.215,507.55,2520.372875
594042-b8e110cec85b4ca8b9d28c9120cf097f,MEM,indianapolis,IND,1,TRUE,2023/7/18 14:00,2023/7/22 14:00,0,Delta Air Lines,39.717,-86.294,113.25,613.1532469
594042-92fe79fbd9294201a3ea33b5fad66ae8,MEM,chicago,MDW,1,TRUE,2023/7/3 10:00,2023/7/6 10:00,0,AirTran Airways,41.786,-87.752,132.28,774.4678791
594042-3e0ebf3fcce9465ab2e4de080b12272a,MEM,new york,LGA,1,TRUE,2023/2/27 12:00,2023/3/6 12:00,2,American Airlines,40.64,-73.779,296.72,1549.525782
594042-eece17c2d5d94c40a161765e98db3cee,MEM,san antonio,SAT,1,TRUE,2023/4/23 8:00,2023/4/27 8:00,0,Southwest Airlines,29.529,-98.279,179.79,991.7198215
595257-308e19060aaf408a9ee22d28d4846238,SAN,new york,JFK,1,TRUE,2023/2/23 7:00,2023/3/5 7:00,1,American Airlines,40.64,-73.779,644.32,3927.972996
595257-8020134d22fd4a93a363c7687a2a72ab,SAN,jacksonville,NIP,1,TRUE,2023/3/16 7:00,2023/3/20 7:00,0,Ryanair,30.494,-81.688,475.38,3355.341771
595257-8af8fe79f6d14d2499fe75ffc471676b,SAN,portland,PWM,1,TRUE,2023/5/15 14:00,2023/5/18 14:00,1,United Airlines,45.589,-122.597,264.16,1502.709684
595257-732cdd3db0ee4134909a7760f708bf69,SAN,philadelphia,PNE,1,TRUE,2023/6/8 7:00,2023/6/11 7:00,0,Ryanair,39.872,-75.241,668.8,3805.897301
595587-bde145cc864544aabf00c9324ebb62c3,STL,portland,PWM,1,TRUE,2023/2/24 12:00,2023/2/27 12:00,0,JetBlue Airways,45.589,-122.597,512.91,2742.854385
595587-2cb2cbda56f543ddad55c990c7a0e960,STL,charlotte,CLT,2,TRUE,2023/4/23 7:00,2023/4/26 7:00,0,American Airlines,35.214,-80.943,328.19,923.5504573
595587-8e9004ab6c1f4a81866d5ff3bbb4400b,STL,washington,IAD,1,TRUE,2024/2/8 12:00,2024/2/23 12:00,0,Scandinavian Airlines System,38.852,-77.037,215.96,1153.58336
595587-6dffc86d8ce34ba391336c54dc0919b6,STL,toronto,YZD,1,TRUE,2023/5/4 10:00,2023/5/6 10:00,0,American Airlines,43.862,-79.37,194.79,1078.471867
597029-ed2e054380774e28a0ddb2259b1117c4,YUL,portland,PWM,1,TRUE,2023/5/23 10:00,2023/5/24 10:00,1,American Airlines,45.589,-122.597,623.93,3745.250146
597029-9322744e28414882a7bf982989172680,YUL,new york,JFK,2,TRUE,2023/2/24 14:00,2023/2/27 14:00,1,JetBlue Airways,40.64,-73.779,211.59,536.8579654
597029-733af9fc615547eb9f21dc66510f3578,YUL,denver,DEN,1,TRUE,2023/4/7 13:00,2023/4/10 13:00,0,Frontier Airlines,39.858,-104.667,473.09,2587.167725
597029-c0214b908da54095b3e6fc85f19b287a,YUL,chicago,ORD,1,FALSE,2023/5/10 7:00,,2,United Airlines,41.786,-87.752,123.05,1197.797931
645415-dc4428097c2341249a48e3cf03f8de79,SAN,san jose,SJC,1,TRUE,2023/7/4 9:00,2023/7/5 9:00,1,Southwest Airlines,37.362,-121.929,115.55,671.446081
648983-0ea20b5796f84fb28ea88ea6dd1f23e9,BOS,new york,LGA,1,TRUE,2023/6/6 7:00,2023/6/10 7:00,0,Spirit Airlines,40.64,-73.779,49.78,300.1621227
