session_id,user_id,trip_id,session_start,session_end,flight_discount,hotel_discount,flight_discount_amount,hotel_discount_amount,flight_booked,hotel_booked,page_clicks,cancellation
549303-d3d0285247db4c42bae5c2d7eade2019,549303,549303-5aaaff15267942c9b46dab14d6586787,2023/1/27 16:03,2023/1/27 16:05,FALSE,TRUE,,0.25,TRUE,TRUE,18,FALSE
550459-fb059c93baeb4d2fa9895cd16f790ec0,550459,550459-f0b8afe1d9fd47bdad51c8b5b414d790,2023/1/27 21:05,2023/1/27 21:07,FALSE,FALSE,,,TRUE,TRUE,19,FALSE
550796-6710222b50ce46e6a6984f21ac4666b4,550796,550796-a4e8390c5b40427f9a36104b2fefd525,2023/1/27 19:53,2023/1/27 19:54,FALSE,TRUE,,0.1,FALSE,TRUE,12,FALSE
551042-f8048fac0bcd44e4a09dad304059d7da,551042,551042-0cfc0afd57514f8e977fa78fe55af6d0,2023/1/27 18:40,2023/1/27 18:42,TRUE,FALSE,0.2,,TRUE,TRUE,21,FALSE
551967-8a20f8d51523499db480750cb298f2e3,551967,551967-a60b719d9ae44aa5880c5f1dba0a7d5e,2023/1/27 21:30,2023/1/27 21:32,TRUE,FALSE,0.1,,TRUE,TRUE,19,FALSE
552366-5d3765e905bf4dfb9a96a697b03af019,552366,552366-2953e8052d3042b8bb77584e42fe3441,2023/1/27 19:35,2023/1/27 19:37,TRUE,FALSE,0.1,,TRUE,TRUE,20,FALSE
554155-92a54cce18564c0cb01f0a388cb3f31f,554155,554155-2d71d52a1e444b4a910d47cb8e995178,2023/1/27 12:42,2023/1/27 12:48,FALSE,FALSE,,,TRUE,TRUE,49,FALSE
554885-dbeb29c7a5c949d29e24ffdfff354c2f,554885,554885-fae846e371f74f4d891db76bce1620b6,2023/1/27 5:35,2023/1/27 5:40,FALSE,TRUE,,0.2,TRUE,TRUE,46,FALSE
555206-ccf71497ac4340de979b17a740940576,555206,555206-2d3293eec2d74e279eaa11c64b69c165,2023/1/27 16:53,2023/1/27 16:54,FALSE,FALSE,,,FALSE,TRUE,14,FALSE
555250-326ca80b366c42058548b586581a73ac,555250,555250-69653f95967a446eb8e562668f84dbd1,2023/1/27 23:58,2023/1/28 0:02,FALSE,FALSE,,,TRUE,TRUE,37,FALSE
555563-a5c2d46cf7c544a2bd003fe3165f3ac0,555563,555563-b25c910aa03043b4b53682fabab175d1,2023/1/27 20:56,2023/1/27 21:01,FALSE,FALSE,,,TRUE,TRUE,45,FALSE
555600-86822b43963f4910b0f8243e6d75c4a5,555600,555600-8481f0bf44204874baee160f5df9474a,2023/1/27 20:16,2023/1/27 20:18,FALSE,TRUE,,0.15,TRUE,TRUE,20,FALSE
555698-f07c59dcbdc746e8a9169350862fe099,555698,555698-e7da2649e1044175868360c81c3885ab,2023/1/27 21:32,2023/1/27 21:34,FALSE,FALSE,,,TRUE,TRUE,17,FALSE
555751-ab4b633a9e854f6e8af85091e08fe117,555751,555751-a86cba4f6d37426386b6c8df061fc338,2023/1/27 19:08,2023/1/27 19:10,FALSE,FALSE,,,TRUE,FALSE,18,FALSE
555796-11b70db814a34fd6827fe79d28eb0069,555796,555796-7d125bab095e47eda644d3d02aa2630e,2023/1/27 20:51,2023/1/27 20:53,FALSE,FALSE,,,TRUE,TRUE,20,FALSE
556043-f5eee6c3be424a4189aabf89e79b5012,556043,556043-5c4d985b579a443bb68d1c0ed9c37972,2023/1/27 9:45,2023/1/27 9:47,FALSE,TRUE,,0.05,TRUE,FALSE,16,FALSE
556347-072eca81f8034a50aa73a953487a2cd6,556347,556347-517383f035b54833aeb1f83f0de03e2b,2023/1/27 15:12,2023/1/27 15:14,FALSE,FALSE,,,TRUE,TRUE,20,FALSE
557036-795810dcae81475cb804d031313d55f6,557036,557036-ab0d1ca50a7a421097b6b3014d1cf847,2023/1/27 18:39,2023/1/27 18:40,FALSE,FALSE,,,TRUE,FALSE,13,FALSE
453168-4abb4671ed4c49de8378ec0a191565b8,453168,453168-035bac1d3a6f47eeb3ddcba6e3a89155,2023/1/28 4:50,2023/1/28 4:55,FALSE,FALSE,,,TRUE,TRUE,42,FALSE
491175-46ec5369f4f64e038e14cfb0320fca2e,491175,491175-b4cf3953976846d283200a0072ae49c0,2023/1/28 8:30,2023/1/28 8:33,FALSE,FALSE,,,TRUE,TRUE,29,FALSE
506652-1413c5f820cf41ff9772826c57108b72,506652,506652-5669f9974a9940eb9825f2e443afa349,2023/1/28 17:43,2023/1/28 17:47,FALSE,FALSE,,,TRUE,TRUE,33,FALSE
509221-570a02c9b34242d5a6ffaaaf21d12cf7,509221,509221-3e3b37e81eaa491f939d88b4d3548ba7,2023/1/28 21:02,2023/1/28 21:04,FALSE,FALSE,,,TRUE,TRUE,24,FALSE
509341-04961bed09124ce3860e2352973cbc57,509341,509341-be8dd149c0b348e593694af84a7d11c0,2023/1/28 18:07,2023/1/28 18:08,FALSE,TRUE,,0.1,TRUE,FALSE,11,FALSE
510610-0ca74df72a474d70a4ccdbc454345516,510610,510610-6d3bd317b2d541818220fcd828641996,2023/1/28 12:49,2023/1/28 12:51,FALSE,TRUE,,0.15,TRUE,TRUE,20,FALSE
511560-ce679d24f12e4cc781ec3804db9ee694,511560,511560-3ade57ab916449c69223ac40c5eb96cc,2023/1/28 15:35,2023/1/28 15:39,TRUE,FALSE,0.25,,TRUE,TRUE,35,FALSE
511638-d7f332c39e3340d3bcc742ed7f96631f,511638,511638-ed6775594bde448e835c8cae3a8a4c76,2023/1/28 11:40,2023/1/28 11:42,FALSE,FALSE,,,TRUE,TRUE,17,FALSE
511936-617004945c79444289023206b7556c23,511936,511936-41098f96cfe74548ba2ca3f6b6cb3370,2023/1/28 18:16,2023/1/28 18:18,FALSE,FALSE,,,TRUE,FALSE,22,FALSE
513026-b683690086cd4345a8d0c6eb2b90b0b2,513026,513026-794b18837db14cb4a29e57b5c587937a,2023/1/28 21:02,2023/1/28 21:05,TRUE,FALSE,0.1,,TRUE,TRUE,32,FALSE
513220-4d6ad5cc6acb4b33ad24461e138694d6,513220,513220-363d4a87474d401188be17e49fbf93c2,2023/1/28 15:39,2023/1/28 15:41,TRUE,FALSE,0.1,,TRUE,TRUE,18,FALSE
513569-995b86eed1444a5fb3a9cc280886c43b,513569,513569-44ddf06308a5427a8ca19ad56116a335,2023/1/28 23:08,2023/1/28 23:11,FALSE,TRUE,,0.15,TRUE,TRUE,25,FALSE
513787-9eca726fa1f24f439ba0f61bd643efca,513787,513787-f25ce47c3554451eb1bd534918522560,2023/1/28 20:28,2023/1/28 20:30,TRUE,FALSE,0.1,,TRUE,TRUE,20,FALSE
513796-3558bd1c33b044b29118f2e0df4869fe,513796,513796-b70a4b14b8434059935cda60b1bf925b,2023/1/28 14:56,2023/1/28 14:58,FALSE,FALSE,,,TRUE,TRUE,19,FALSE
513875-50898444e2a34b82a5e7aa757dcea7f2,513875,513875-3091dd8b27c4473388bf523bd1417b2f,2023/1/28 18:23,2023/1/28 18:24,FALSE,FALSE,,,TRUE,TRUE,16,FALSE
516594-5e38c0cca11f41efbee4425388df7742,516594,516594-cb759e98e02243098bc779b8b3ede129,2023/1/28 22:10,2023/1/28 22:12,FALSE,FALSE,,,TRUE,TRUE,18,FALSE
517931-23d18eb2473945ff9c7a99d31e00244a,517931,517931-393d0185f4ff4a2682464f8e5db3c1a5,2023/1/28 11:58,2023/1/28 12:00,FALSE,TRUE,,0.05,TRUE,TRUE,21,FALSE
520397-2b35434fec784ec2851d70d6a8eb1b6c,520397,520397-f42e3cb52a434c4aadd3e1e0c17399c0,2023/1/28 13:36,2023/1/28 13:38,FALSE,FALSE,,,TRUE,TRUE,22,FALSE
521514-2df17af30fdb47689425d34ada0e79b6,521514,521514-aac775de5fe84e13ae2b3b2d74af08d2,2023/1/28 16:28,2023/1/28 16:30,TRUE,TRUE,0.1,0.15,TRUE,TRUE,21,FALSE
522005-3f1161a6d9d54fa4b23428a6f2fb5d3a,522005,522005-af5fa99a381b47baabc680320acf29be,2023/1/28 7:14,2023/1/28 7:16,FALSE,FALSE,,,TRUE,TRUE,19,FALSE
522086-6da5fc552921418094d09ddaade2157c,522086,522086-edfc86b96f9449b8984bdf985a78eeff,2023/1/28 15:10,2023/1/28 15:12,TRUE,FALSE,0.1,,TRUE,TRUE,16,FALSE
522441-456a71f76e6d46b5942b5d6a758d2cf6,522441,522441-345739951f684d319d639a9713f70d25,2023/1/28 17:20,2023/1/28 17:23,FALSE,FALSE,,,TRUE,TRUE,29,FALSE
522513-c99843425186444cabc1b80401fe0025,522513,522513-deb633ee6b1446d0a4e42741dae0b05b,2023/1/28 8:33,2023/1/28 8:33,FALSE,FALSE,,,FALSE,TRUE,8,FALSE
523715-da4be918e8ce418992beef5d72c746ce,523715,523715-2b45f684c801427bbc1060601c34320c,2023/1/28 19:26,2023/1/28 19:28,FALSE,FALSE,,,FALSE,TRUE,19,FALSE
524244-948c3b4721444a758fd63e75d16bc78c,524244,524244-b74cdcea3d5b4e3c91bd12803f311bc9,2023/1/28 15:49,2023/1/28 15:51,FALSE,TRUE,,0.05,TRUE,TRUE,19,FALSE
525168-613b67f67fe149ac92535b791d22bb90,525168,525168-ceeabc5a37734ebc833c03828e1c4110,2023/1/28 11:08,2023/1/28 11:10,FALSE,FALSE,,,TRUE,TRUE,21,FALSE
525308-6a291a51aa14471697f6926f54c3c26d,525308,525308-640db4f936f84b95b5dec61aeffb7ab7,2023/1/28 22:22,2023/1/28 22:27,FALSE,FALSE,,,FALSE,TRUE,47,FALSE
525546-3608acd247a74ae6908bfdf90b10ac11,525546,525546-97f82707d1d14833ac777830ed489c0d,2023/1/28 12:06,2023/1/28 12:11,FALSE,FALSE,,,TRUE,TRUE,49,FALSE
526950-f8d0fd0e9e49456aa96935a7020f3b1c,526950,526950-84c3af72bac844658cdde7d6931d7de6,2023/1/28 20:30,2023/1/28 20:33,FALSE,FALSE,,,TRUE,TRUE,25,FALSE
527464-e7d3276cffbb41f78296b3e679f94791,527464,527464-2af3f8d11a6044698843e4378e9127d8,2023/1/28 21:03,2023/1/28 21:06,FALSE,FALSE,,,TRUE,TRUE,25,FALSE
529332-e558d15b6cb74f2e8fade34e1c678dce,529332,529332-f70c1b3d39954e90b7fe2cf67a3d995c,2023/1/28 18:19,2023/1/28 18:23,FALSE,FALSE,,,TRUE,TRUE,33,FALSE
529338-46d8c212584b4d1782ab64ccc550d869,529338,529338-ca4b9454241642d3b9daf8de3e36c015,2023/1/28 17:07,2023/1/28 17:17,FALSE,TRUE,,0.15,TRUE,TRUE,81,FALSE
531744-84e8992ed1c842fbbea4e94b286929fc,531744,531744-5dca64856a5b4939b6f6270349b58d81,2023/1/28 13:07,2023/1/28 13:10,FALSE,FALSE,,,TRUE,TRUE,26,FALSE
532730-1afa8f254af448daa083baf191cc3ebc,532730,532730-f53ec9cac70e4ace92f85f990a198f45,2023/1/28 18:16,2023/1/28 18:19,FALSE,FALSE,,,FALSE,TRUE,25,FALSE
532866-3c85fc6ffb794d7997c98a7a3611d75e,532866,532866-6939d5392d574b20bedcb76ef1a00f12,2023/1/28 20:07,2023/1/28 20:10,FALSE,FALSE,,,TRUE,TRUE,31,FALSE
536066-3c0bdc1f042840fcab443a67fa1499b2,536066,536066-6b911fc431e8416186fba4f1db3c89eb,2023/1/28 17:54,2023/1/28 17:56,FALSE,FALSE,,,TRUE,TRUE,22,FALSE
542316-a668fd3fdd774a649db7c75fa77777eb,542316,542316-3da7c0f51308461b8652555defb5e469,2023/1/28 19:34,2023/1/28 19:35,FALSE,FALSE,,,FALSE,TRUE,11,FALSE
543728-dbefbaec628f4022b4a17c2a1333f5e3,543728,543728-d28c4bb79fd3430ba14f0e8066ce272b,2023/1/28 9:57,2023/1/28 10:00,FALSE,FALSE,,,TRUE,TRUE,28,FALSE
544595-b87ea92097d3493297be62b1242cf08d,544595,544595-d35c893f2e0a481587735929fb63a9c6,2023/1/28 11:15,2023/1/28 11:17,FALSE,FALSE,,,TRUE,TRUE,20,FALSE
545109-7a02b9627bda48eab1ada99788c5caeb,545109,545109-8829e4360de04a7eba233b1462c2c8b6,2023/1/28 7:28,2023/1/28 7:31,FALSE,FALSE,,,TRUE,TRUE,29,FALSE
545755-ba15e7fabad74b9a9717913e5956102f,545755,545755-05f130b941844339ab75c9af29b147f2,2023/1/28 13:16,2023/1/28 13:19,FALSE,FALSE,,,TRUE,TRUE,27,FALSE
546130-231abfb28c1449709f4689e4754ce21a,546130,546130-680e3ee72ae9457f92cddad5a5b67450,2023/1/28 9:25,2023/1/28 9:26,FALSE,FALSE,,,TRUE,FALSE,13,FALSE
547776-f72ff4ffb18a4c47b3f97e59bafb7c64,547776,547776-b2389cc2dcee44f2bde11b4419604a3c,2023/1/28 3:42,2023/1/28 3:44,FALSE,TRUE,,0.2,TRUE,TRUE,20,FALSE
548635-ad61328cd4394077a7c553392b43240d,548635,548635-71316b64c6924390aaff269d1b9a6022,2023/1/28 19:13,2023/1/28 19:14,FALSE,FALSE,,,TRUE,TRUE,16,FALSE
549611-4c841799b8cb4bcb8021deae9e5191d8,549611,549611-3273e50bf9704c47a11b671f5426d285,2023/1/28 22:56,2023/1/28 22:58,FALSE,TRUE,,0.05,TRUE,TRUE,17,FALSE
550071-ce1d6aab5cb943778fd57bbd160d676a,550071,550071-51f3387731684dc7a75a98ff3503a894,2023/1/28 17:57,2023/1/28 17:59,FALSE,FALSE,,,TRUE,TRUE,17,FALSE
550599-6459adb9e03c4ccdb16d452be737c9de,550599,550599-57a2a4e57a964d47acd03bbe8848f276,2023/1/28 19:19,2023/1/28 19:22,FALSE,FALSE,,,TRUE,FALSE,28,FALSE
552348-e4953b703e2f4485a9702e93c0647337,552348,552348-e762498b105648d1a4f61f2c25cdb2cf,2023/1/28 14:44,2023/1/28 14:49,FALSE,FALSE,,,TRUE,TRUE,42,FALSE
552384-6b2760d22b3b4cd1a63bbf48de39a4e7,552384,552384-2a3e207c668a4d4ba31b4ce1b5bde3c4,2023/1/28 8:11,2023/1/28 8:13,TRUE,FALSE,0.1,,TRUE,TRUE,19,FALSE
555782-cb9354eeb878415e898205672b6f2c63,555782,555782-281e67f423bb47d7b9233d7c3e38fdfa,2023/1/28 4:48,2023/1/28 4:49,FALSE,FALSE,,,FALSE,TRUE,10,FALSE
556052-c5494a23b5b548c18f05596d0bce0566,556052,556052-e9443a8401234c068de51ebe5354dffa,2023/1/28 14:28,2023/1/28 14:30,TRUE,FALSE,0.05,,TRUE,TRUE,23,FALSE
556119-9226123e712a4766a59160f2303cbaee,556119,556119-a6a25233839140a4986d7baeb9c63f79,2023/1/28 15:20,2023/1/28 15:21,FALSE,TRUE,,0.05,TRUE,TRUE,16,FALSE
556744-2e7d27d207334bce857ac257e312a32d,556744,556744-49b3d6918da04651a3680ec7c5d9dc0c,2023/1/28 16:28,2023/1/28 16:33,TRUE,FALSE,0.1,,TRUE,TRUE,41,FALSE
557055-862001e494c44d28b062467a3cd5a5df,557055,557055-50eb32c72c71409da86f0aa67f296f6f,2023/1/28 19:38,2023/1/28 19:40,FALSE,FALSE,,,TRUE,TRUE,23,FALSE
557692-1435f37a2fd1492f91dcf8288db83a0b,557692,557692-8852ca511cb244ff80c1b9e8fb1f9ae9,2023/1/28 14:07,2023/1/28 14:10,FALSE,FALSE,,,TRUE,TRUE,28,FALSE
557794-5b1a9882b8614556bb534e5142c9aa4b,557794,557794-a62cb9011b9d43229374446098dcbea9,2023/1/28 22:56,2023/1/28 22:58,TRUE,FALSE,0.1,,TRUE,TRUE,19,FALSE
557799-aafec85518fe4526a8e3c0c826f6bf13,557799,557799-00e2c8f324a4498c8907fb2ebbdc21d7,2023/1/28 18:58,2023/1/28 19:04,FALSE,FALSE,,,FALSE,TRUE,52,FALSE
557921-fabd35acbf024b81948ac6bd7c74e322,557921,557921-24125a77d76a43e087a8eec52b4f4d87,2023/1/28 20:21,2023/1/28 20:23,FALSE,FALSE,,,TRUE,TRUE,20,FALSE
557932-5fd47669825f4b18aca0620768a14ad8,557932,557932-eb4916b31f354dce9a2567a65e39f7f9,2023/1/28 16:02,2023/1/28 16:03,TRUE,FALSE,0.25,,TRUE,FALSE,13,FALSE
558204-8b856861ec1f4e80a0734888f9698732,558204,558204-458735c3b9eb48938f95aae7b7403c28,2023/1/28 15:45,2023/1/28 15:48,FALSE,FALSE,,,TRUE,TRUE,30,FALSE
558251-27e309a10f584056add2a1b1d5813722,558251,558251-0997eaabc1324726ac95f97b95002451,2023/1/28 14:48,2023/1/28 14:51,TRUE,FALSE,0.2,,TRUE,TRUE,25,FALSE
558270-231333401d1c4ea1a4572ff7bd58b0e8,558270,558270-aa23210873614459a96696d41bd6c634,2023/1/28 4:44,2023/1/28 4:46,FALSE,FALSE,,,TRUE,TRUE,17,FALSE
558294-83d97cc190904af1a12d9d48b7e09e66,558294,558294-5ebffc4c4ce64c9faef5ab9143d966bc,2023/1/28 13:06,2023/1/28 13:09,FALSE,FALSE,,,TRUE,TRUE,26,FALSE
558838-bbbc7852a22c4a2e9e41bb8cf4c669fe,558838,558838-fc0163094d574b3383a8fa6cfac48519,2023/1/28 20:26,2023/1/28 20:30,FALSE,FALSE,,,TRUE,TRUE,36,FALSE
558920-a4c671f19bd04d4fac954057aacd03c0,558920,558920-5720f88bf88740b58c67d518d1345876,2023/1/28 19:43,2023/1/28 19:45,FALSE,FALSE,,,TRUE,TRUE,21,FALSE
559093-c363173cf64d4062bb2b560b3a42d593,559093,559093-088db87fbd1e4b4499b8f7bf9ba15532,2023/1/28 9:18,2023/1/28 9:20,FALSE,FALSE,,,FALSE,TRUE,19,FALSE
559107-b5754d70dda14264ad9a5d2eca8ff668,559107,559107-286ff3a9e6fb421f9be00e5ae3ffab09,2023/1/28 22:31,2023/1/28 22:35,TRUE,FALSE,0.2,,TRUE,FALSE,35,FALSE
559266-aec2dd27918a41ffa133bb5f75e6cd89,559266,559266-dbdd4981e7c541a298d9fd79e38aa9a4,2023/1/28 5:33,2023/1/28 5:35,FALSE,FALSE,,,TRUE,TRUE,18,FALSE
401245-9f25f35f5aeb487790d2445a7dffb4b2,401245,401245-d289514fbcee49c489741afd4d8298d4,2023/1/29 11:22,2023/1/29 11:25,TRUE,FALSE,0.1,,TRUE,TRUE,24,FALSE
437251-cf48c76104514af892ef68dc662c6e3f,437251,437251-3af1bba9ec424e48865b31d92caa962d,2023/1/29 17:21,2023/1/29 17:23,FALSE,FALSE,,,TRUE,TRUE,22,FALSE
468832-3f7928bef3434d929a27d5167874ba3f,468832,468832-11687a20fea04bf482970a4bed6f1bf5,2023/1/29 21:11,2023/1/29 21:14,FALSE,FALSE,,,TRUE,TRUE,25,FALSE
486366-e4e502d8430445f49910169d380fbef4,486366,486366-3423e053e1184b3e9cbf45d90ebe0351,2023/1/29 15:07,2023/1/29 15:10,FALSE,FALSE,,,FALSE,TRUE,25,FALSE
494294-7af173a47b1444a681401a1337718330,494294,494294-a2e69ec468ef44a7a096ee0862ca3b04,2023/1/29 18:43,2023/1/29 18:45,FALSE,FALSE,,,TRUE,TRUE,23,FALSE
499847-6b65f69e5c4e4d0085e5a40897af8674,499847,499847-3c4fe411f9224f05a7f6ba3d3b0ed574,2023/1/29 17:37,2023/1/29 17:39,FALSE,FALSE,,,TRUE,TRUE,16,FALSE
499979-b94e7d538bbd43cea1d750ead0c82b13,499979,499979-02a6f51bb1ad44419467f26fd11c8559,2023/1/29 19:36,2023/1/29 19:39,FALSE,FALSE,,,TRUE,TRUE,28,FALSE
505172-3e76549b947a4a01956bcc46daeff650,505172,505172-0e9c5058b4ba440994fea71534097655,2023/1/29 19:51,2023/1/29 19:56,FALSE,FALSE,,,TRUE,TRUE,41,FALSE
509242-daf71d30fe804203a73f0bd9c732d4bd,509242,509242-32850b8488624638b98669d553ea21b6,2023/1/29 14:29,2023/1/29 14:31,FALSE,FALSE,,,TRUE,TRUE,21,FALSE
510270-9f1e1511206642bb888228a57224fb69,510270,510270-a31554ebcf6240bc8933ba4e502dd2cd,2023/1/29 10:03,2023/1/29 10:05,FALSE,FALSE,,,TRUE,FALSE,18,FALSE
511126-f93bd18233084ea297c2a3e367dd7541,511126,511126-8d61dd1074d14a4ca817e242547a0d15,2023/1/29 10:41,2023/1/29 10:43,FALSE,FALSE,,,FALSE,TRUE,21,FALSE
513347-53b8cae2741a47a38c3a0bd837fc6b06,513347,513347-a0ea4b8b2a6244da92a9bbb66a4e5af9,2023/1/29 18:24,2023/1/29 18:27,TRUE,FALSE,0.15,,TRUE,TRUE,28,FALSE
514318-f6964894bb014d4190d4eaac6d49122a,514318,514318-48629aa17e58491b8605807a928a92ba,2023/1/29 11:24,2023/1/29 11:26,FALSE,FALSE,,,TRUE,TRUE,18,FALSE
514944-04e46ac826eb4f119a12c26e69b7eb29,514944,514944-79f0a327f84a4502ba91e4a7c35fe8d2,2023/1/29 4:37,2023/1/29 4:43,FALSE,FALSE,,,TRUE,TRUE,52,FALSE
515344-ae1d21f5ec094a2592b7b1a0a07ac760,515344,515344-05287e6c14fb48cfbcf87810ff745329,2023/1/29 19:34,2023/1/29 19:40,TRUE,FALSE,0.35,,TRUE,TRUE,54,FALSE
518971-96e4115378064ef0844a92929a4e15f7,518971,518971-e86a43fac463433bb2f63de1fbed4652,2023/1/29 2:39,2023/1/29 2:42,FALSE,FALSE,,,TRUE,TRUE,25,FALSE
519059-eecedf6d113c4e0d9e591fcbc5b4d914,519059,519059-f3587358c9384e118eea001b41aacd87,2023/1/29 20:01,2023/1/29 20:04,TRUE,FALSE,0.15,,TRUE,TRUE,28,FALSE
521259-b40f1a827aa04924b66a01ddf644a2d6,521259,521259-1389efa6f8ce491589c44d2eb8577c92,2023/1/29 17:13,2023/1/29 17:16,FALSE,TRUE,,0.1,TRUE,TRUE,28,FALSE
521509-1e47b5212a2049c8bb3ce04e5019e705,521509,521509-02aa6f9095084fed92f20248235099f0,2023/1/29 18:23,2023/1/29 18:25,FALSE,FALSE,,,TRUE,TRUE,23,FALSE
521956-c045dca9c0a2473a899e4fe0dddc0588,521956,521956-66d2121a88934d84b38abaf746038fb7,2023/1/29 18:06,2023/1/29 18:08,FALSE,FALSE,,,TRUE,TRUE,22,FALSE
526690-0389c1153ccd47ce80ced319a16ad7ec,526690,526690-0da05596e71b40cd9a38478d4cdfb8b8,2023/1/29 20:09,2023/1/29 20:11,FALSE,FALSE,,,TRUE,TRUE,23,FALSE
530978-7e674007680e4de18a037294d2bf0fb7,530978,530978-392b2036dfca43f8bb8545020bbb45dc,2023/1/29 13:52,2023/1/29 13:54,TRUE,FALSE,0.1,,TRUE,TRUE,17,FALSE
533985-201ed32bc2f74515aebfd27fae2a0ac1,533985,533985-635ca952714740a9873802a76d85b023,2023/1/29 18:11,2023/1/29 18:12,FALSE,FALSE,,,TRUE,FALSE,11,FALSE
536951-0aa599ea79464a37a35b741bf5673d0e,536951,536951-09d01c05830444868608e12e5d8a6e5e,2023/1/29 4:39,2023/1/29 4:42,FALSE,FALSE,,,TRUE,TRUE,27,FALSE
538458-c2eda0228eae412e94ac6c2c6b8168e0,538458,538458-3c53d5b329954814907ff1683a66326e,2023/1/29 21:15,2023/1/29 21:17,FALSE,FALSE,,,TRUE,TRUE,18,FALSE
540147-72a41cbf0b984f63865208b04ea22f3b,540147,540147-e7adbf331eed4c05ac3b7d9ead5ba3a9,2023/1/29 16:54,2023/1/29 16:56,FALSE,FALSE,,,TRUE,TRUE,23,FALSE
544839-e6c8d4f1cf1942eebda8c22135ea05bd,544839,544839-becf7b042e1a41fa98408b1f7670021e,2023/1/29 22:23,2023/1/29 22:24,FALSE,TRUE,,0.2,TRUE,FALSE,13,FALSE
545763-98405131598d4505b1a5b24da311d201,545763,545763-b0e61ddcb655498699a4c1758e6dd4e3,2023/1/29 2:33,2023/1/29 2:38,TRUE,TRUE,0.2,0.1,FALSE,TRUE,47,FALSE
550752-c875cf3867714fb4bee88e88829089f6,550752,550752-6d33b966ac784a74869c45b97644a5d0,2023/1/29 6:05,2023/1/29 6:07,FALSE,FALSE,,,TRUE,TRUE,22,FALSE
551665-3a4463185f0e4cd59409e5adde312303,551665,551665-3ac2a4f9bc104f79bfecbd282bf28105,2023/1/29 20:12,2023/1/29 20:19,FALSE,FALSE,,,TRUE,TRUE,61,FALSE
553219-f0f731e48715431aacf608c564a524b1,553219,553219-d7729a1542ff4cf99a2589e5a28cd1c4,2023/1/29 19:02,2023/1/29 19:05,TRUE,FALSE,0.1,,FALSE,TRUE,26,FALSE
553751-9948e34e2773433f85d49968e4d18f0b,553751,553751-51d1c443bce34e2bbffa19c61bfc35a7,2023/1/29 11:34,2023/1/29 11:39,FALSE,TRUE,,0.15,TRUE,TRUE,45,FALSE
554753-033ba540772c43bbb823c6bbd4a5817a,554753,554753-0d2d74e309f44449b91c3e7401e2d08e,2023/1/29 20:47,2023/1/29 20:52,FALSE,FALSE,,,TRUE,TRUE,41,FALSE
554961-47ed5fffb0704f899d08c1e3b461979a,554961,554961-3a5f5438e05a4c9badcb872fc187d1b9,2023/1/29 19:27,2023/1/29 19:29,FALSE,FALSE,,,FALSE,TRUE,21,FALSE
558277-f340d3c57e084867a2fe424240187c9e,558277,558277-3345440f6dd7431da2f0347dbb0b751e,2023/1/29 17:15,2023/1/29 17:19,FALSE,FALSE,,,TRUE,TRUE,32,FALSE
559469-71b784ddcb324864b2d283080002d2d6,559469,559469-81c401b8f388493f8793a348ebfd5484,2023/1/29 4:53,2023/1/29 4:58,FALSE,FALSE,,,TRUE,TRUE,41,FALSE
559695-50c234dc95be49768c5a296d009a752b,559695,559695-93c1699003664dd090698cb67b117c9c,2023/1/29 17:50,2023/1/29 17:51,FALSE,FALSE,,,TRUE,FALSE,16,FALSE
559863-83ccf47914b549889033016aa8d81e7b,559863,559863-8d830c0943044feeb019afe6e9d7a5fe,2023/1/29 21:54,2023/1/29 21:57,FALSE,FALSE,,,TRUE,TRUE,29,FALSE
559936-9e06b59d46d947d7bf226d40b2376d3d,559936,559936-4766da1332a1437580f17b1c2d0a1fc5,2023/1/29 13:49,2023/1/29 13:51,FALSE,FALSE,,,TRUE,TRUE,18,FALSE
559981-d04751e4906c49368ea653529fe7fe97,559981,559981-3fd703a6f75d4a298498bcf54a213e73,2023/1/29 21:01,2023/1/29 21:03,TRUE,FALSE,0.15,,TRUE,TRUE,17,FALSE
560195-e15454f2f5d24222b917df67f4f5d94c,560195,560195-154e14067c454bd08d0496accf529f6e,2023/1/29 22:23,2023/1/29 22:25,FALSE,FALSE,,,TRUE,FALSE,18,FALSE
560245-940be1fa82aa4360a56c9248e4cae6df,560245,560245-5ceb3b1262004755bc7c13d043b141b9,2023/1/29 4:39,2023/1/29 4:44,FALSE,FALSE,,,TRUE,TRUE,43,FALSE
560367-3712902af4e6440cafa4d91362a94e8e,560367,560367-d957b7d4d03f44eca06e68e475602a6f,2023/1/29 22:46,2023/1/29 22:48,TRUE,TRUE,0.15,0.05,TRUE,TRUE,19,FALSE
560511-9452493f6ea44a86bcddd9ac4fa263ab,560511,560511-51af339f2c6e406da6e215b5c2b20084,2023/1/29 21:11,2023/1/29 21:13,TRUE,FALSE,0.1,,TRUE,TRUE,24,FALSE
560803-15ba699d25904276b7842b5d39d2ccb0,560803,560803-c137df4233bb455390f9f0e9446fac62,2023/1/29 19:57,2023/1/29 19:59,TRUE,FALSE,0.1,,TRUE,TRUE,18,FALSE
560888-2ce3f63633d64c3792636600e6d50277,560888,560888-7aa3656ee8a54971b2161ceaa41834d3,2023/1/29 18:07,2023/1/29 18:10,FALSE,FALSE,,,TRUE,TRUE,30,FALSE
560978-02a809eca12d4bffbca9d0deb2eb5771,560978,560978-2d58a08a54cd4be1868835db447692f7,2023/1/29 16:55,2023/1/29 16:57,FALSE,FALSE,,,TRUE,TRUE,19,FALSE
