trip_id,user_id,destination_airport,destination_airport_lat,destination_airport_lon
487040-64f3f997c0d0480195b909011b038240,487040,LAX,33.942,-118.408
623941-f2016e6d5cdf4c22b7e8e7cb5127c402,623941,YMX,45.517,-73.417
547007-9dd38740e83849aabc0b34b1ba0d6d05,547007,DEN,39.858,-104.667
552414-6b5a0493792045f9bbbbab2b5cbba30f,552414,PDX,45.589,-122.597
584134-fc7ee14e55a947df97fc5dad36901379,584134,IND,39.717,-86.294
418329-086b0247d4f14494896ed4010b307018,418329,JFK,40.64,-73.779
616992-121b433056ea45a19d7a27385caabbb9,616992,VIR,-29.97,30.95
483480-061806799aab44ddb16546b5b10f917b,483480,PHX,33.535,-112.383
543222-0576b3b1221743c894d3d1336a3cad1b,543222,JFK,40.64,-73.779
538680-552b1cbc3ad94048a259e14b5fdfeb9f,538680,YUL,45.517,-73.417
573584-9292b87c68154b3d94961be059028994,573584,ORD,41.786,-87.752
529019-997b9ae3de734024b214cafefdfee322,529019,LGA,40.64,-73.779
589758-7d50ecc2a6e9445ca4ad8469562061d6,589758,MKE,42.947,-87.896
574071-f96048507f2b48228a9aa1808bd3ce0b,574071,DAL,32.847,-96.852
566059-dd9527c36e134337b4dcaefda76586cf,566059,JFK,40.64,-73.779
415581-b37443b4bb6e429092fc826703e1b525,415581,BOS,42.364,-71.005
564430-fab5419d8d0f4ad689e90f31982823dd,564430,AUS,30.194,-97.67
568385-20c66e993cda468badec2bce14a492d3,568385,YEG,53.667,-113.467
629647-bdef9d935592422090ca31178418dc86,629647,YYZ,43.862,-79.37
518866-472d93a70cbf488b8408bc1e0875de5d,518866,JFK,40.64,-73.779
513096-023c35e72b1e4339a284de37cfa5bae9,513096,LAS,36.08,-115.152
592082-43289db8715c44c7ad1220eed89fc8e3,592082,EFD,29.607,-95.159
467809-39afbf13f77445b8b33488769537d892,467809,LRF,30.494,-81.688
564534-50cbd994a19345d4bb22d3fef5d09104,564534,YZD,43.862,-79.37
562843-62bab2a2060a4ab4a935dc02a175540c,562843,UGN,41.786,-87.752
557108-b53f61e9e8d84a03a4ad20989a29afdc,557108,LSQ,33.942,-118.408
524834-62033fda9dd24106b571c500732d1a69,524834,SAN,32.699,-117.215
513387-8f228a53cc704b1985c59f2acf470d4b,513387,IND,39.717,-86.294
533404-02c48a48b0ba45198412c7118579bdef,533404,LSQ,33.942,-118.408
582319-e526be8002a347999e735cb14f254de2,582319,HOU,29.607,-95.159
532119-1ad3c3c67fc748d6b4791c76a44be439,532119,LAX,33.942,-118.408
252835-db62add9d6364162adc85cc234a12552,252835,PHX,33.535,-112.383
516301-3e0bd168e57d4f0d9a304a6194a9e75c,516301,SJC,37.362,-121.929
566455-aa7d1a26311e45fb9a6a851a05ccf21f,566455,NZY,32.699,-117.215
512801-f8a5a821ac38450e82dfaaf4abd720b5,512801,MDW,41.786,-87.752
526628-4eee6b586edd44a4bbb45eafc68691e8,526628,LAX,33.942,-118.408
527451-22ff0ec9ea034362a0d7a5d2bb22e1d1,527451,YMX,45.517,-73.417
513620-96d5336ced7545d29f8eece827f27c22,513620,YOW,45.323,-75.669
512103-1bb5a538707747e89f55ec6e629ed298,512103,UGN,41.786,-87.752
541176-b71c751f96cb45f2a2dcdbecfab4ecca,541176,LUF,33.535,-112.383
521814-3f24cb13500e4ba1a01c2b079a9d9f0e,521814,IAH,29.607,-95.159
546061-41623ae4ed9747e28de8b6411ec34a1f,546061,LSQ,33.942,-118.408
566533-35728fde3d064a51ba2161568ac2927c,566533,BRU,50.902,4.499
568696-a042d1ff2b2f4b4fbef81fa24057b518,568696,OKC,35.393,-97.601
661639-8f526512d87f4300b5314087256d8a34,661639,PHX,33.535,-112.383
528743-b5aeaa7e68ad45cc903bdf6d86307146,528743,YOW,45.323,-75.669
557562-1dad2abc623f46bf90d690c4420ae6e2,557562,BNA,36.124,-86.678
589977-7032827f96174e8184a51ad611799424,589977,IND,39.717,-86.294
514675-f9ca6bf0099544c685db6fc9248916aa,514675,CLT,35.214,-80.943
538147-f8166a429750478b934dfdf55aff4043,538147,JFK,40.64,-73.779
526084-81745b56185f4ee280693d39e1b685c7,526084,BNA,36.124,-86.678
526179-308996bc810046d7b5ece62b41711483,526179,AUS,30.194,-97.67
562612-f0024613ff1144668a1ce2e9ba6deac1,562612,DAL,32.847,-96.852
530656-fd24e2783abc429292d6ce4ca574a1be,530656,YQB,46.788,-71.398
518612-45b77eb293b74c7da4bbe723ec148e28,518612,BWI,39.175,-76.668
513582-1ca8df2d07ea448988dd62fea37740f1,513582,LGA,40.64,-73.779
676762-fab74cbfff574a19ac12771344a29aeb,676762,LGA,40.64,-73.779
546008-ff804a12852646d2ad90322f85e3cd48,546008,IND,39.717,-86.294
595958-c770ea29d3414f30abd5a365bb249a4a,595958,AYT,36.901,30.792
544476-a83197b690e44dcf8983db38e0e0040b,544476,ORD,41.786,-87.752
452594-0c226523eb14477fbc66fe73002861da,452594,SJO,37.362,-121.929
573518-ef6f6b19ba1546bea8a0d17527d0d970,573518,LGA,40.64,-73.779
576373-a3d7608b029d45289179e61be7e19b05,576373,LRF,30.494,-81.688
551468-7cb773cec2054fbb8dcacd3a1a4324b4,551468,YED,53.667,-113.467
381465-0c033c8135aa4f63a99353a6226030c5,381465,MDW,41.786,-87.752
523158-126098a81e13425eb8603ea55c598812,523158,OKC,35.393,-97.601
605494-83987df7a8574e7b852011f699f9f0ce,605494,FTW,32.82,-97.362
527081-b311cdd59894495eb99ec21c68708fe1,527081,UGN,41.786,-87.752
527464-2af3f8d11a6044698843e4378e9127d8,527464,PHL,39.872,-75.241
544627-4d4905018a944b17adbc710d187efb84,544627,CMH,39.998,-82.892
396552-77682720da3145a9bfc8adb005fc884e,396552,LSQ,33.942,-118.408
538438-d3172b4278824241887db7508e0c5601,538438,LGA,40.64,-73.779
515688-8dd19482f423484e8506da1f43b3df59,515688,LOU,38.228,-85.664
590905-5090c6b8fbe449bdb98f36c22963928f,590905,TIK,35.393,-97.601
499375-2596b9d945364537af7f73a2cc2238e6,499375,LAX,33.942,-118.408
559787-e7878a021d674a27ae16de7c0b05442e,559787,DCA,38.852,-77.037
520063-fe32ab119f74468cbf9df180ce2c18ae,520063,IAH,29.607,-95.159
576366-586585c375794925bf4f62c1872ca031,576366,BOS,42.364,-71.005
642679-ee9067b318dc4f1a88f42180a20f34cc,642679,LGA,40.64,-73.779
441200-52b5d12accc04a4c887909ef2b720625,441200,PHL,39.872,-75.241
437539-14d4d76855084aef9a97c22561afa6c1,437539,FTW,32.82,-97.362
588391-a45b587c5a1244f1b1cd0de46b38661b,588391,LGA,40.64,-73.779
547693-1c2be4e98466469696ed8258c3a545cb,547693,JRS,31.867,35.217
519912-cfbb8d0f37004bbc9ad43354005d1383,519912,NZY,32.699,-117.215
541752-440ebf3a961543efb09540671763ff7f,541752,IAD,38.852,-77.037
473712-f538fb0a91af431587b08242c2e98bc0,473712,TIK,35.393,-97.601
453143-2feeb17e3b7644f996ac8593961c4265,453143,YEG,53.667,-113.467
204997-6b979d8b30ad4c6db1e8830744514dfd,204997,JFK,40.64,-73.779
486671-b863eec1a9c840028399841421358952,486671,PNE,39.872,-75.241
458855-d74a01ee71694bab906b13a4a091c016,458855,UGN,41.786,-87.752
582979-d096184f2aed4f6da2640abf63a0fbc0,582979,FAT,36.776,-119.718
523666-c0cea15438ee4d18b56215ad4a9b4409,523666,ELP,31.849,-106.38
445515-9152e79e236347ab83a95e5b4c72c95f,445515,SJI,37.362,-121.929
489949-f200d9372a324acdbf7aada5aa0b6e0b,489949,HER,35.339,25.18
587234-0ce69320dd9742a8ab5a1313a29f7ba1,587234,BWI,39.175,-76.668
573931-eed4ef33828e42f4b2f787dd36bcc3c5,573931,SAN,32.699,-117.215
571637-4cbaa3431aea4835860b1be82d7a2f82,571637,DAL,32.847,-96.852
508973-b601bc0e35c94d59b55e6a0f93bb6c57,508973,DEN,39.858,-104.667
510972-748f29b055e54ecc9a758ec391d24d0a,510972,ELP,31.849,-106.38
548961-143db645afcb49a5b86d1b12b7d87f3b,548961,OKC,35.393,-97.601
575554-688683783bab4577bed448959929d285,575554,LUF,33.535,-112.383
528953-bbb7536e584b40f189d0022ce9103e3f,528953,DEN,39.858,-104.667
516092-e9600e3e597a4c628901bf27fb219475,516092,DAL,32.847,-96.852
584030-5cc18ecd7c90401193f43db036d6b1ce,584030,YED,53.667,-113.467
542805-5950a54d9b9f47d794df7e5f96f85017,542805,AUS,30.194,-97.67
554269-396c10d3be7644d098b13800c63b3fba,554269,YZD,43.862,-79.37
229330-12d72a1abd82462f932708f01e870be2,229330,LAX,33.942,-118.408
558277-e2866c2512414a8eb12d9fefc6bd003f,558277,BFI,47.53,-122.302
654233-bdc17d40c318436297b576ff2dce3754,654233,BWI,39.175,-76.668
605096-eefda595e693404dbad359e3c4f76451,605096,SJC,37.362,-121.929
322867-df9e210c26344937986fa30475a1aa72,322867,AUS,30.194,-97.67
312488-373f10484f764569a69d49d632dbbeaf,312488,FTW,32.82,-97.362
519747-1278c1a4f5f54a50b26ba6bdd682de33,519747,JFK,40.64,-73.779
513216-749ea82f53964d90be17b0d855201583,513216,SVZ,29.529,-98.279
522276-7d5a1a0d8c0c4f42a7ca588c7f1494ef,522276,DCA,38.852,-77.037
567778-9736ad8a633e44b5bf40e145bdf5887c,567778,SVZ,29.529,-98.279
520225-2ca7cf7952894d65a796787c8d7ec39d,520225,LAX,33.942,-118.408
520250-84c44dd4db994469b1d542429f69fb46,520250,DAL,32.847,-96.852
520063-bf94fdb0b30348a0af555cc1e7352bd0,520063,JFK,40.64,-73.779
582326-70170d6ded15464bb2affa328e471fbe,582326,YYZ,43.862,-79.37
540199-59a6c273e6e042da923c152c194ed199,540199,YUL,45.517,-73.417
530039-581b46852c6d4e7b9ed99dd356236d49,530039,BNA,36.124,-86.678
510170-9fb74be438c54009bde5cf39b18bc550,510170,YYC,51.114,-114.02
125845-7d3e3ffbcc8049009e67b8162ecc4b09,125845,LGA,40.64,-73.779
510163-53bfe3672e4b499c8202d4204282ee0c,510163,YYZ,43.862,-79.37
598687-295e84b1612343d9b6284a7e43db1945,598687,LSQ,33.942,-118.408
573670-741237250aba49beac960846edc8acdc,573670,LGA,40.64,-73.779
521743-97bd13ff7b584e238da647b27bed3169,521743,SFO,37.619,-122.375
595527-2225595b67904b3e9476b6940ad300aa,595527,EFD,29.607,-95.159
580402-3498b5b191f143c5aa2f7c11f892f164,580402,NZY,32.699,-117.215
552944-48112238181d4d5680a32b863e998c5c,552944,NZY,32.699,-117.215
502609-1938c29a1b1149588cf897e14994d699,502609,MEM,35.042,-89.977
585595-3016c0f7ed47434daa7f1c0b96c03a5b,585595,YED,53.667,-113.467
452612-2c346ef8ee074d12a1d97748038bc788,452612,DAL,32.847,-96.852
542663-6cf8d165f0c04e35961918ebee64f0e2,542663,YIP,42.409,-83.01
608343-31cb420ffa4f433284192c7bfe4bb578,608343,RND,29.529,-98.279
542015-969ed5e2999a4b258b63d021150d8379,542015,BFI,47.53,-122.302
544207-87c4d530194740d99aba2f6a9a325b70,544207,CLT,35.214,-80.943
549190-153285e5e3d14348a375239e9ed379bd,549190,STN,43.036,-81.154
546864-f714e49f93f14da1a3114ba8c5648469,546864,PNE,39.872,-75.241
527850-1a1f6fd3433d47819f8e3d82b5399cf0,527850,YYC,51.114,-114.02
537770-507cea91ef334b4891e6737549e4f025,537770,ORD,41.786,-87.752
590077-11517aad29da4ace9a5830d1d88969b0,590077,JFK,40.64,-73.779
523273-70681fe70d5c4f0293ccb987f8c4fc4b,523273,SAT,29.529,-98.279
511066-4d12cbdfdf804e8083c927020f810497,511066,RND,29.529,-98.279
660110-3fe9d49f8de74dd19b6b79f768533d3c,660110,PDX,45.589,-122.597
519769-d162c44ccbbc4dbd9dd25b19c45f8aea,519769,LSQ,33.942,-118.408
524167-631312cb827a4c18aa517e83b5a50a60,524167,FTW,32.82,-97.362
555257-771b5d9b1f924c8f9067194450e894f6,555257,OKC,35.393,-97.601
523807-a408eea1545e4b6aa7db480c04d0ae3d,523807,LGA,40.64,-73.779
545939-69708f5c0b7f46b79b4092052090cf4c,545939,PHX,33.535,-112.383
665505-a3df614485874a3a842cbd30631c3b49,665505,YIP,42.409,-83.01
516246-f96cd96db3384867a0a810fe3e0bcac1,516246,YYC,51.114,-114.02
670971-ee6a6335c253467eaa8557e5fa80fba0,670971,YYZ,43.862,-79.37
535795-8048c06f5b8447b1b4b9417fa3bf8534,535795,DMA,32.166,-110.883
642553-e9755eeb98b148e2ad233c648bd7c3c2,642553,MDW,41.786,-87.752
539912-4dffe75d07264bdbb568669075f8b49f,539912,YKZ,43.862,-79.37
609230-8ee287830dac41d9a00a0d475819fe0b,609230,FAT,36.776,-119.718
522532-7b074e7884ea4fdba2ce5971cfd2910f,522532,YYZ,43.862,-79.37
510185-43a2877668084df48af29b98de010975,510185,YKZ,43.862,-79.37
576040-0c1e94373b6e4713a951d22d89479f49,576040,YMX,45.517,-73.417
545771-5a516e9a24ad43babe0b63692d863747,545771,SAT,29.529,-98.279
466723-74f4e79cac114a0885abe1e86ece97b1,466723,BFI,47.53,-122.302
602120-7e1000f062c244b4b2359b3bce45d7e3,602120,LGA,40.64,-73.779
531109-c0a7a92a300547c093fab1811e58ca28,531109,DAL,32.847,-96.852
636524-6d880cb118e24047a73ac22cbb0c3bae,636524,YTZ,43.862,-79.37
446473-37b736df2b194636b3d2a5018a89eff5,446473,IAH,29.607,-95.159
552192-30ebb52fe27f411799e7b45225400564,552192,LGA,40.64,-73.779
530724-bee52252e6e74ae8ab883b174fa5a2b6,530724,LGA,40.64,-73.779
547862-87fb661ae4354d2a8e484a37f32bfb11,547862,LSQ,33.942,-118.408
585722-afa4367f61be452ba3d42f23a95a916c,585722,LSQ,33.942,-118.408
515409-5fc77b6aee4e42c6bcebf4555f4dac49,515409,UGN,41.786,-87.752
413340-6e138ea9f8294763bd7ff6345c4464cf,413340,RND,29.529,-98.279
578058-494b85daf967481bbe5499ab4e345f78,578058,BOS,42.364,-71.005
539320-36a959179e134874964c50ddab74c499,539320,JFK,40.64,-73.779
632136-e5fff817b449405fb3c5acbc9be8206b,632136,BWI,39.175,-76.668
473712-6bfb7b7051f2419bb0e229dbb6dbcefb,473712,JFK,40.64,-73.779
535983-f962b0cf098546ceb04a6667f13de6c7,535983,LCK,39.998,-82.892
598533-40848e5db09e46aa8f56c0c3ccdefb2d,598533,MFM,22.149,113.591
220725-ede7d3bf960044e4b519a30dcb3f9294,220725,SAT,29.529,-98.279
503973-522f108808c34f7ca0cf42afc53d363e,503973,MKE,42.947,-87.896
528020-c9e81278af4443eda9b30d5763447333,528020,YOW,45.323,-75.669
522438-3fc6e92dc615402ba43a7e50193dcb3d,522438,IAH,29.607,-95.159
560374-d4f38de298144a22aff67c7850e4dbab,560374,SVZ,29.529,-98.279
526409-2c4384f7e8014cc7b843d5c67aeee67b,526409,YOW,45.323,-75.669
524052-2609dd8ad429471caf664f187c4a6618,524052,YYC,51.114,-114.02
678888-77678475452d4b44a8fb38c366a950ca,678888,SVZ,29.529,-98.279
590040-54449218a71248738f756b5a858f0343,590040,YAV,50.056,-97.032
627176-3249aa3664174f5abd93018812a74ba4,627176,CMH,39.998,-82.892
517356-b8b99a211cda49d08380fd98ade6b025,517356,DAL,32.847,-96.852
537181-592a6b511ee54768b9bbb07f5eb0bde0,537181,JFK,40.64,-73.779
546529-d278c18335b44a32a2e4c86331c7525d,546529,LGA,40.64,-73.779
556019-e1dc361cd36a49de99a83207279213bd,556019,MKE,42.947,-87.896
598590-11052e748b8d4f1ea9bda8dd62362021,598590,LSQ,33.942,-118.408
578088-48868d97268943b8b132973a1c8c2c0c,578088,LOU,38.228,-85.664
562648-3bd20ced565e4b45acedd9597cf2d13d,562648,BWI,39.175,-76.668
503945-7afe72ddbb6c4b08b550c3257cf6b882,503945,YEG,53.667,-113.467
547483-7233d8a467ad43c18aa6b2e9fbdf1143,547483,YOW,45.323,-75.669
535625-c7d194ae1a0f4181a61fb157c1bc21e2,535625,UGN,41.786,-87.752
522323-aec04d30d31d453a8e2f4767e79182ec,522323,OKC,35.393,-97.601
530687-711e8c62ec7e4ea1b3e417a96176b8ef,530687,PHX,33.535,-112.383
538608-17f1dc99aceb4d128f95d84111a27d56,538608,FTW,32.82,-97.362
559794-1ddd1094b61f4e28af6b667d8b9aa058,559794,ORD,41.786,-87.752
571553-70a90447b9b84c8592d9b278fc63315e,571553,YHU,45.517,-73.417
537861-a919c73b2c594ea48c11b707aa985d85,537861,YOW,45.323,-75.669
468409-da70831380cd4668a0ad0604e6f4a310,468409,BWI,39.175,-76.668
618642-86eecd1ca4374a68b8103ea62174c87a,618642,JFK,40.64,-73.779
469699-f8c0ab8dbcdc4f6fb167d1616b91dd44,469699,UGN,41.786,-87.752
561687-a6a804a2031242bbb30a9fd2c5226fd8,561687,LAX,33.942,-118.408
641364-8785fedec1f041a088763151a2be3f30,641364,MDW,41.786,-87.752
583016-b3ea1f49284f4df39394f882763f3119,583016,RND,29.529,-98.279
476665-5a1f839986524e7d850efe29182b593f,476665,SVZ,29.529,-98.279
550871-74c94e975c184807a6bcbc79d1e80883,550871,LRF,30.494,-81.688
522426-dcd771ab43b547528e0149092cc19c05,522426,UGN,41.786,-87.752
517732-9f5d6a62cd4647bc93f5d4aa8402d9d5,517732,JFK,40.64,-73.779
598276-8bf58ac044a34fbe9b8f1fb31f55e161,598276,BWI,39.175,-76.668
548988-55ab415bf7654c5fb15d3e90e6e37f03,548988,JAX,30.494,-81.688
542254-18ae97731ed440598be6416672049490,542254,YQB,46.788,-71.398
533222-e85e33f97c2f4f44bddf4bfce8fd5bfa,533222,LGA,40.64,-73.779
540622-a6adf38b55a14417b95e08904d9c991f,540622,YHM,43.173,-79.935
543810-ebd970a3b71a4f17a969a7a274a5dc5c,543810,LSQ,33.942,-118.408
528657-be3e187a654c4659a80998fb0cf66589,528657,BOS,42.364,-71.005
552643-17ff3b4f93dd484c9440b1894f77fbba,552643,YWG,50.056,-97.032
516117-11a17dc17e914a48984f91f051080c86,516117,BNA,36.124,-86.678
432333-eb778984b8cf48af8ee773c9ea01ad1c,432333,SFO,37.619,-122.375
590404-301f72b9d43c4bf5bd613f741cd69098,590404,FTW,32.82,-97.362
555135-22d97b7e1ff74af4a3049ec3db7405a7,555135,MKE,42.947,-87.896
568416-352398ac6b4245efa031857cab2d7b70,568416,YHU,45.517,-73.417
359072-dd678812fa9f4ba788144a60288a70e2,359072,JFK,40.64,-73.779
530196-397bb05051ea4ba9a0e35697581b9055,530196,YEG,53.667,-113.467
665892-286fe92a2c2f45689ed75a9216c80f2f,665892,SJO,37.362,-121.929
519888-7138b7418fd347ae98b2065308e460de,519888,JFK,40.64,-73.779
498607-af9e6e6f7b824f509500c9efca1c054c,498607,BOS,42.364,-71.005
610492-46d1bf2942d14db0ab3d68d27395c5a9,610492,HOU,29.607,-95.159
556824-2c064e93701f4abcbfe7ff5be6c84e26,556824,YTZ,43.862,-79.37
554079-2802e8c915f4456daaed93a6d14e491f,554079,JFK,40.64,-73.779
618418-e3e88c64787d4f568194956cc0466bbd,618418,DAL,32.847,-96.852
549797-886c02c8080f423ea146410b8014d9b4,549797,YQB,46.788,-71.398
627889-a965e5b09d8349faaf64ea5deb232017,627889,JFK,40.64,-73.779
505172-0e9c5058b4ba440994fea71534097655,505172,LUF,33.535,-112.383
770252-0639624df5f14094860b2abac9f00f2f,770252,LOU,38.228,-85.664
530188-0049835b98fd45789cdf549259cb1956,530188,PHL,39.872,-75.241
592366-c38c15ed11f14c29abca1903b0c1ebcb,592366,CLT,35.214,-80.943
549281-1564ddd5595b4ef8baaacbeca25d4165,549281,DEN,39.858,-104.667
491925-b005a18c80504781a4b22ab47a3c57d6,491925,TIK,35.393,-97.601
530213-4242b001b05749029b3d5f5b0ed3ed3c,530213,UGN,41.786,-87.752
555484-2209e5908fcb4832baacc4e8b62e9967,555484,FTW,32.82,-97.362
647662-bab52314c7084336a8f4922cf5e9900e,647662,IAD,38.852,-77.037
485505-dfc60f85f5d74256aeb4ee9cc12c46c9,485505,NZY,32.699,-117.215
530188-01cb1c54764a486694995da0935b9d27,530188,PHX,33.535,-112.383
572290-9d3e0d89802e492c9cc0d795a66b903d,572290,YZD,43.862,-79.37
605945-99b865f54d2440b0860b6cad2948ae64,605945,DAL,32.847,-96.852
555151-b2902237514d4f1e8cc70c06258d9228,555151,CDG,48.969,2.441
537393-79b5b1dc75b04abda4dbd83ef2f210b3,537393,LSQ,33.942,-118.408
522005-fdcd4eeecc554b00b90d7f79a8464cb1,522005,YZD,43.862,-79.37
520539-3c1e5cb6187548c7ae7a13df7e9aae67,520539,YKZ,43.862,-79.37
548230-54a69e4eb8d34dedbbe15f9c18cc9637,548230,IND,39.717,-86.294
545010-2e12cc6fe9de42479468e5a381971acd,545010,HLZ,43.173,-79.935
581120-478109fcb15b4dccaaf1e81ad1acedaf,581120,DAL,32.847,-96.852
556347-517383f035b54833aeb1f83f0de03e2b,556347,DMA,32.166,-110.883
656346-3deb380ee8ec4711ab1cb233c3640608,656346,HOU,29.607,-95.159
513216-ce4dff5bb19a4dd6bb18bc4661171679,513216,PNE,39.872,-75.241
531020-11969d72ec9d44d1b3b15ce245f99dfb,531020,MEM,35.042,-89.977
354050-e6c9a354f6b94221b9dc7b46435ad0ff,354050,FAT,36.776,-119.718
613874-ddbe13c30a9a4d1d82a22d317774c5de,613874,LGA,40.64,-73.779
611954-efe02e6000f342cf91fe69860eef7881,611954,ORD,41.786,-87.752
516132-cfe636bf10964183906052b330c74342,516132,PHX,33.535,-112.383
531824-ddb5a92b2e8542238e8fd3cd830c5507,531824,YAV,50.056,-97.032
524076-aa79f4f141ed4ec3af71f7c525a94252,524076,DET,42.409,-83.01
539338-fba0c939febe4772982f16104883a007,539338,IAH,29.607,-95.159
510070-23fe98a2c4534fd9bc781831357955b0,510070,CIA,43.234,-75.407
522687-f452a729ac96424b9623dd245035c821,522687,PHL,39.872,-75.241
527464-a6b23db51e2e484aa5a442a21ba2f47d,527464,IAH,29.607,-95.159
504435-5bc5396c96d14134bb5fc1c0e72a1191,504435,LGA,40.64,-73.779
577930-906bfb8958f54ee59062cb9c7f5097f6,577930,LGA,40.64,-73.779
561031-e337dffba0cf4e1a991eec66f113df57,561031,SKF,29.529,-98.279
526905-fbd325e0317f4d9c9f8e4f540efa3643,526905,SKF,29.529,-98.279
512536-deca73e461584e76b92d18a5f37fb35b,512536,YYC,51.114,-114.02
566992-1fce6ae4a8084271a42cb2f5b29399e3,566992,YYC,51.114,-114.02
542670-15c3da75dd8f42c0b5a07659acb39708,542670,PNE,39.872,-75.241
576962-68af891813014256a83638bc43666585,576962,KUL,2.746,101.71
546509-8fd29359675a4c61b04e4cd0abbcd351,546509,LGA,40.64,-73.779
581005-3c8404f8f3c8424bbf6471703af3ab83,581005,JFK,40.64,-73.779
563853-e129b038710346c8a1a9ac84b14f45a0,563853,BIF,31.849,-106.38
594644-adf5a6a452fe437e99e332b9c072d130,594644,LSV,36.08,-115.152
528528-331edff0a861415aa6b6bea3da0bda36,528528,ORD,41.786,-87.752
512695-28b317c44eab4399bd11122065e88b6e,512695,IND,39.717,-86.294
550200-41d44d929a1847c0b59bdcdd964d9ee1,550200,AUS,30.194,-97.67
513844-e3525a8e5d094bb9b51ca0513115baa2,513844,YWG,50.056,-97.032
539899-37a4de64cc2b4c91abd0627945d77763,539899,BOS,42.364,-71.005
520411-fabc2416d3a84748af2990f0de3bf6bd,520411,PHL,39.872,-75.241
539519-a9d909e86afd4928a39d3b6e3f422ecf,539519,PNE,39.872,-75.241
476393-71014cf744b74b5d916db7fe2677b899,476393,LSQ,33.942,-118.408
496566-acb180f3c95c4178a04442847114349c,496566,JFK,40.64,-73.779
542471-d8bf44cad6df4cde84c806e355ba084d,542471,DAL,32.847,-96.852
519718-77f99be481214ce68e6ece994dd3bb82,519718,JFK,40.64,-73.779
556623-fd74fb7d663e446e9fd056af8e16f144,556623,HOU,29.607,-95.159
550904-38a2704c51384057b52ae9bad34e2fbd,550904,LSQ,33.942,-118.408
509115-09084f2d1b934d40b9ea9e54dfab804b,509115,PHL,39.872,-75.241
530625-16ea9b59323c44b5b5ca3251078c73cd,530625,PHX,33.535,-112.383
548222-9c64610197c74a57b0570f78358e55d9,548222,RKE,55.618,12.656
515409-ab87361780114c7086dd265841f4ea93,515409,PHX,33.535,-112.383
510172-cd38ce8bdfb04ab38ff609ef0c833326,510172,YVR,49.195,-123.182
537066-b18589aa63804e80874a7faa90d2ad0e,537066,SAN,32.699,-117.215
527886-f1d262fa5a4141d3951309b1e2ebe7bf,527886,YXD,53.667,-113.467
589489-8cee427b41ae4b49ab875c93cd2070fe,589489,NZY,32.699,-117.215
432637-e84981cdfe3944658236e17f5e8ee014,432637,YWG,50.056,-97.032
524151-cc8318cc5110433190b9ad3b672c7009,524151,YMX,45.517,-73.417
586251-3b470431d9f541509dfee825f80d8716,586251,SZX,22.639,113.812
485544-43d40a92b4f545729159e8f8aa20bece,485544,IND,39.717,-86.294
510805-88614b212a5f4c81853f6019b9cfd898,510805,FAT,36.776,-119.718
520097-70592e45d0d04af79eb0bbcaac5cd0ae,520097,YYC,51.114,-114.02
569466-077ab9243a314f1da2a1c07f710af73d,569466,LGA,40.64,-73.779
536066-6b911fc431e8416186fba4f1db3c89eb,536066,SJO,37.362,-121.929
576612-00901759d9fe4ab083528f542668b38f,576612,LOU,38.228,-85.664
559148-e559342eae7e405d87b854cba5f8e511,559148,IAH,29.607,-95.159
560291-1dd3ec6041304015b1281bf5e9c06792,560291,CLT,35.214,-80.943
545879-8db99b1837344741821e6789ff28da89,545879,DAL,32.847,-96.852
580402-68f61f33b834407c81213324679c1117,580402,LOU,38.228,-85.664
562238-8c52961063cc4731ace68452f7971061,562238,EFD,29.607,-95.159
564495-245ccb5e8ee6409cae49a0a9d63936d8,564495,DEN,39.858,-104.667
514337-265a23a072354c78a9cfb5bf3f531555,514337,JFK,40.64,-73.779
651744-2ffd78031cc848d08618d4b01202cc5c,651744,LGA,40.64,-73.779
540654-60f71f4252b44275914b649b9a980bd7,540654,IND,39.717,-86.294
543976-df5c03d530cc416ea3b36f763f0fa07f,543976,DCA,38.852,-77.037
585187-a92c766dd7a248158611b495f8616382,585187,YWG,50.056,-97.032
512294-430d2e55db6a40689f094f642913d161,512294,LAX,33.942,-118.408
513721-a5f6b7236164435982e0f4423042218c,513721,PHL,39.872,-75.241
546844-8ffb83c52e39472595c06d94603a2677,546844,JFK,40.64,-73.779
559782-00f6f118403e458fb545cf4d79990965,559782,SFO,37.619,-122.375
454616-1380c8d68220460993ffc15a546701c9,454616,IND,39.717,-86.294
516543-a3687981fd994eedb3e77db9332b132a,516543,AUS,30.194,-97.67
520819-b19d43ade63f46a88bdb68e41c1d7017,520819,MDW,41.786,-87.752
568182-5a4a21d8a0864ee09310e61849f875a0,568182,LGA,40.64,-73.779
467892-cea15e2aadc24264945456b7e68ce0b5,467892,LSQ,33.942,-118.408
538458-fabaaf75919545669554d3edb1d8615e,538458,YKZ,43.862,-79.37
548032-4278fb6e313a4e3f902eac89fc33076f,548032,SFO,37.619,-122.375
584531-29089c78ddfb4e40bdd178ab52912240,584531,MEM,35.042,-89.977
551890-a6c325535d9947df8af3e9020cf5e840,551890,LAS,36.08,-115.152
585595-69a5bfed5808493788a7829c16418472,585595,ITM,34.785,135.438
516679-1d0b5928d5fd4dffad2ea4345e1489c7,516679,VCE,45.505,12.352
546867-4efd586659a64f88bec7fda299daf7a1,546867,IND,39.717,-86.294
563544-cf77cc150eb44f11a5ac55aa8b5266bd,563544,DAL,32.847,-96.852
