user_id,age,gender,married,has_children,home_country,home_city,home_airport_lat,home_airport_lon,sessions,clicks,flight_times,avg_checked_bag,total_flight_distance_km,use_flight_discount_times,total_flight_fee,last_minuten,user_non_america_flights,avg_nights,avg_rooms,max_nights,use_hotel_discount_times,total_hotel_fee,trips,flight_booking_count,room_booking_count
518971,39,F,FALSE,FALSE,canada,quebec,46.788,-71.398,9,141,2,1,6959.25,1,562.47,,,1,1,1,0,139,2,2,2
518998,46,F,TRUE,TRUE,usa,st. petersburg,27.765,-82.627,8,151,3,2,10812.37,0,989.83,,,2,1,2,1,330.9,3,3,3
519014,39,F,FALSE,FALSE,usa,portland,43.646,-70.309,8,133,2,1,5928.861,0,507.69,,,11,1,16,1,371,3,1,3
519059,27,F,FALSE,TRUE,canada,victoria,48.647,-123.426,8,117,1,1,13643.276,1,864.85,,,2,1,2,1,188.1,2,2,2
519079,50,F,FALSE,FALSE,usa,phoenix,33.434,-112.008,8,146,3,1,21091.004,1,1277.25,,,6,1,10,1,726,4,3,4
519089,34,F,FALSE,TRUE,usa,philadelphia,39.872,-75.241,8,126,3,1,35762.507,1,2552.9,,1,5,1,9,0,160,2,2,2
519091,54,F,TRUE,FALSE,usa,san francisco,37.619,-122.375,8,90,1,1,7888.774,0,1587.2,,,14,2,26,0,318,2,1,2
519096,33,F,FALSE,TRUE,usa,tampa,27.849,-82.521,8,153,2,0,5692.054,2,59.22,,,3,1,5,1,111.75,2,2,2
519114,39,F,FALSE,TRUE,usa,san antonio,29.529,-98.279,8,198,2,1,14186.641,1,819.83,,,5,1,8,0,471,3,3,3
519117,46,F,TRUE,TRUE,usa,san antonio,29.534,-98.47,8,133,4,1,12022.727,2,669.01,,,4,1,8,1,627.85,4,4,4
519137,50,F,FALSE,FALSE,usa,houston,29.98,-95.34,9,108,2,1,11439.429,0,1507.23,,,3,2,5,1,194.05,3,3,3
519140,56,F,TRUE,FALSE,usa,new york,40.777,-73.872,8,187,3,1,6081.149,0,635.71,,,3,2,4,0,818,5,4,5
519171,48,F,FALSE,TRUE,usa,austin,30.194,-97.67,9,139,2,1,9028.509,0,1175.78,,,7,2,7,0,62,1,1,1
519191,20,M,FALSE,FALSE,usa,tampa,27.975,-82.533,8,227,,,,,,,,14,2,14,1,3.4,1,,1
519205,44,F,TRUE,FALSE,usa,santa ana,33.676,-117.868,8,117,2,1,11051.025,0,991.5,,,2,1,2,1,174.2,2,2,2
519210,44,M,TRUE,FALSE,usa,san antonio,29.529,-98.279,9,130,2,1,8432.063,0,772.61,,,8,1,12,0,247,3,1,3
519211,36,F,TRUE,FALSE,usa,san antonio,29.529,-98.279,8,131,4,1,17912.696,0,1584.23,,,4,1,8,0,519,5,4,5
519248,27,F,TRUE,TRUE,usa,richmond,37.505,-77.319,8,126,1,2,1336.037,0,340.75,,,9,2,9,1,10.25,1,1,1
519254,31,F,FALSE,FALSE,usa,tucson,32.116,-110.941,8,152,3,1,30248.151,0,3368.17,,,3,2,7,1,660.6,7,6,7
519260,27,F,FALSE,TRUE,usa,los angeles,33.942,-118.408,8,177,2,1,12842.189,0,1088.69,,,1,1,2,0,767,3,2,3
519267,47,F,FALSE,FALSE,usa,portland,43.646,-70.309,9,92,1,1,3872.081,0,361.38,,,1,1,1,0,65,1,1,1
519285,30,F,FALSE,FALSE,usa,portland,45.589,-122.597,8,140,3,1,20096.005,0,1620.17,,,4,1,6,0,346,4,3,4
519312,59,F,TRUE,TRUE,usa,modesto,37.626,-120.954,8,49,,,,,,,,,,,,,,,
519313,24,M,FALSE,TRUE,usa,san diego,32.699,-117.215,8,55,1,0,5040.746,0,482.88,,,2,1,2,0,226,1,1,1
519335,64,F,TRUE,TRUE,usa,tucson,32.116,-110.941,10,108,,,,,,,,4,2,6,0,336,2,,2
519348,46,M,FALSE,FALSE,usa,new york,40.777,-73.872,8,159,3,1,7727.741,0,671.48,,,2,1,3,1,276.5,3,3,3
519353,68,F,FALSE,FALSE,usa,phoenix,33.535,-112.383,8,103,,,,,,,,6,1,6,0,182,1,,1
519357,45,F,FALSE,TRUE,usa,philadelphia,39.872,-75.241,9,130,4,1,7636.292,1,664.83,,,2,1,2,0,659,4,4,4
519368,20,F,FALSE,TRUE,usa,atlanta,33.64,-84.427,9,68,1,0,2219.835,0,207.24,,,0,1,0,0,198,1,1,1
519383,33,F,FALSE,FALSE,usa,fayetteville,35.171,-79.014,9,82,,,,,,,,5,1,5,0,228,1,,1
519392,57,F,TRUE,FALSE,usa,fort worth,32.82,-97.362,8,120,2,1,9222.058,1,436.06,,,2,1,2,0,131,1,1,1
519393,50,F,FALSE,TRUE,usa,chicago,41.786,-87.752,8,82,2,1,10117.469,0,903.29,,,4,1,5,0,149,2,1,2
519406,23,F,FALSE,FALSE,canada,halifax,44.881,-63.509,8,91,,,,,,,,,,,,,,,
519412,50,F,TRUE,FALSE,usa,houston,29.607,-95.159,8,132,1,0,828.268,0,67.83,,,2,1,2,0,360,2,1,2
519419,33,F,FALSE,TRUE,usa,fresno,36.776,-119.718,9,76,1,0,3314.048,0,295.76,,,2,1,2,0,288,1,1,1
519430,35,F,FALSE,FALSE,usa,new york,40.64,-73.779,8,129,2,1,6793.815,0,792.71,,,3,2,5,1,122.25,2,2,2
519446,48,F,TRUE,FALSE,usa,los angeles,33.942,-118.408,8,117,4,2,19321.267,0,1710.98,,,5,1,8,0,507,3,3,3
519469,35,M,FALSE,FALSE,usa,nashville,36.124,-86.678,8,397,1,1,2432.01,0,244.6,,,4,1,4,1,249.45,2,1,2
519515,51,M,TRUE,TRUE,usa,indianapolis,39.717,-86.294,8,108,3,2,12117.376,1,689.75,,,9,2,17,1,228.8,3,2,3
519529,25,M,TRUE,TRUE,canada,windsor,42.276,-82.956,8,97,1,1,1688.586,0,173.81,,,2,1,2,0,48,1,1,1
519532,44,F,FALSE,FALSE,canada,quebec,46.788,-71.398,9,121,3,2,11714.418,0,1353.39,,,2,2,3,0,324,3,3,3
519541,48,M,TRUE,FALSE,usa,san francisco,37.619,-122.375,8,108,2,1,10456.79,0,978.64,,,2,1,2,1,272.55,2,2,2
519548,25,M,TRUE,TRUE,usa,wichita,37.623,-97.267,8,92,,,,,,,,,,,,,,,
519554,33,F,FALSE,TRUE,usa,seattle,47.449,-122.309,9,129,3,1,17098.784,0,1530.01,,,5,1,8,0,841,3,3,3
519561,72,F,TRUE,FALSE,usa,new york,40.777,-73.872,8,50,,,,,,,,,,,,,,,
519595,42,M,FALSE,FALSE,usa,los angeles,33.942,-118.408,8,119,3,1,24983.423,1,1687.48,,,3,1,5,0,194,3,3,3
519596,41,F,TRUE,TRUE,usa,fayetteville,35.171,-79.014,8,135,2,0,8934.471,0,773.93,,,3,1,5,0,237,2,2,2
519604,55,F,FALSE,FALSE,usa,burlington,44.472,-73.153,8,98,3,1,4268.439,0,374.51,,,4,1,6,0,380,3,3,3
519626,47,M,FALSE,TRUE,usa,cleveland,41.412,-81.85,8,148,3,1,7223.269,0,656.48,,,4,1,8,0,315,3,3,3
519631,51,F,FALSE,FALSE,usa,san francisco,37.619,-122.375,8,178,5,1,15525.275,0,1382.07,1,,2,1,3,1,872.5,6,6,6
519664,53,F,TRUE,TRUE,usa,riverside,33.952,-117.445,8,220,2,1,4034.288,0,415.99,,,6,1,10,1,141.2,2,2,2
519687,25,F,TRUE,TRUE,usa,laredo,27.544,-99.461,9,99,,,,,,,,,,,,,,,
519694,33,F,FALSE,FALSE,canada,ottawa,45.323,-75.669,8,209,3,1,16396.068,0,1513.15,1,,1,1,2,0,891,4,4,4
519695,39,F,FALSE,FALSE,usa,houston,29.607,-95.159,8,128,2,0,8860.601,0,773.09,,,3,2,5,0,632,3,2,3
519706,62,F,FALSE,TRUE,canada,victoria,48.647,-123.426,8,93,,,,,,,,27,2,27,1,25.2,1,,1
519709,32,F,TRUE,FALSE,usa,chicago,41.786,-87.752,9,171,4,1,7338.474,1,412,,,2,1,2,0,451,2,2,2
519718,52,F,TRUE,TRUE,usa,buffalo,42.94,-78.732,8,298,2,1,4846.073,0,427.78,,,5,1,7,0,407,3,2,3
519722,29,F,TRUE,TRUE,usa,new york,40.64,-73.779,8,90,1,0,4579.194,0,1171.92,,,6,2,9,0,371,2,,2
519725,41,F,TRUE,TRUE,usa,louisville,38.228,-85.664,8,134,1,1,2594.3,0,232.88,,,2,1,3,1,71.85,2,1,2
519726,43,F,TRUE,FALSE,usa,milwaukee,42.947,-87.896,8,73,2,0,4761.061,0,438.41,,,3,1,5,0,284,2,2,2
519747,45,M,TRUE,FALSE,usa,columbus,39.814,-82.928,8,297,4,1,16712.016,1,1591.09,,,4,2,7,1,664.15,5,5,5
519769,41,O,TRUE,TRUE,usa,atlanta,33.64,-84.427,8,99,3,1,10842.946,1,493.21,,,3,1,3,1,310,3,3,3
519774,54,F,FALSE,TRUE,usa,las vegas,36.08,-115.152,8,132,2,1,7830.626,0,661.78,,,6,1,12,1,189.2,3,2,3
519787,18,F,FALSE,TRUE,canada,edmonton,53.31,-113.58,9,305,,,,,,,,7,2,7,0,128,1,,1
519799,37,F,FALSE,TRUE,usa,bakersfield,35.433,-119.057,8,124,5,1,25733.358,1,1739.38,,,3,1,5,0,616,3,3,3
519846,57,F,FALSE,TRUE,usa,brownsville,25.907,-97.426,9,169,3,0,12907.144,1,1058.31,,,4,2,6,0,1046,4,3,4
519848,43,F,FALSE,FALSE,usa,los angeles,33.942,-118.408,9,163,3,0,16878.468,0,1718.51,,,2,2,3,0,921,4,4,4
519853,42,F,FALSE,TRUE,usa,new york,40.777,-73.872,8,89,2,0,3889.616,1,230.94,,,2,1,2,0,290,1,1,1
519859,42,F,FALSE,FALSE,usa,san diego,32.699,-117.215,8,107,5,0,28375.215,1,2560.82,,,7,2,9,1,563.5,4,4,4
519885,28,F,FALSE,FALSE,usa,houston,29.645,-95.279,8,135,2,1,8549.431,0,1002.32,,,6,2,15,0,676,3,2,3
519888,39,F,FALSE,FALSE,usa,las vegas,36.236,-115.034,8,168,3,1,11476.972,0,1071.8,,,4,1,7,2,172.25,4,3,4
519893,43,F,TRUE,FALSE,usa,spokane,47.62,-117.534,9,208,2,1,17608.661,0,2772.72,,,3,2,7,0,639,4,3,4
519896,47,F,TRUE,FALSE,usa,miami,25.907,-80.278,9,247,3,1,38579.573,0,6133.78,,1,9,1,21,2,290.7,3,3,3
519897,18,F,FALSE,FALSE,usa,tulsa,36.198,-95.888,8,58,,,,,,,,,,,,,,,
519905,41,F,TRUE,FALSE,canada,montreal,45.468,-73.741,8,111,2,1,8168.991,0,712.21,,,3,1,5,0,802,2,2,2
519911,40,F,FALSE,FALSE,canada,toronto,43.677,-79.631,9,179,5,1,21538.07,1,1787.87,,,4,1,7,0,821,6,6,6
519912,45,M,FALSE,FALSE,usa,houston,29.607,-95.159,8,138,3,1,10200.581,1,757.58,,,3,1,5,0,737,4,4,4
519943,59,F,TRUE,TRUE,canada,toronto,43.627,-79.396,9,84,,,,,,,,,,,,,,,
519955,38,F,FALSE,FALSE,usa,orlando,28.429,-81.316,8,124,2,1,10661.214,1,788.19,,,3,1,4,0,339,2,2,2
519957,54,F,TRUE,FALSE,usa,new york,40.777,-73.872,8,124,2,1,12048.752,1,421.05,,,2,1,2,0,251,2,2,2
519961,31,F,FALSE,FALSE,usa,new york,40.777,-73.872,9,149,3,1,10027.903,0,847.33,,,2,1,3,0,504,3,3,3
519965,38,M,FALSE,TRUE,usa,oakland,37.721,-122.221,8,149,2,1,15976.823,1,740.57,,,2,1,3,1,862.5,3,3,3
519982,21,F,FALSE,TRUE,usa,memphis,35.042,-89.977,8,310,,,,,,,,,,,,,,,
520054,35,F,FALSE,TRUE,usa,fort worth,32.82,-97.362,8,152,1,0,573.898,0,51.23,,,1,1,1,0,287,1,1,1
520063,37,F,FALSE,TRUE,usa,san antonio,29.384,-98.581,11,161,2,0,5802.832,0,522.58,,,1,1,1,0,140,2,2,2
520097,52,F,TRUE,FALSE,usa,louisville,38.228,-85.664,8,152,4,1,8808.847,1,670.28,,,1,1,2,0,397,3,3,3
520106,26,F,FALSE,TRUE,usa,salt lake city,40.788,-111.978,8,151,1,1,2225.416,0,185.18,,,2,1,2,0,245,1,1,1
520141,43,F,FALSE,FALSE,usa,new york,40.64,-73.779,8,154,2,1,5665.379,0,514.03,,,4,1,4,0,507,3,2,3
520152,47,F,TRUE,TRUE,usa,phoenix,33.434,-112.008,9,158,3,1,8375.869,1,624.68,,,5,2,9,0,737,4,3,4
520170,24,F,FALSE,TRUE,usa,omaha,41.302,-95.894,8,102,1,0,4393.818,0,701.13,,,3,2,5,0,227,2,1,2
520175,52,F,FALSE,FALSE,usa,atlanta,33.64,-84.427,8,216,3,1,9867.547,1,684.76,,,3,1,3,1,333.25,3,3,3
520177,54,F,TRUE,FALSE,usa,nashville,36.124,-86.678,10,200,4,1,13018.977,0,1150.25,,,6,1,13,1,484.1,4,3,4
520182,44,F,TRUE,TRUE,usa,new york,40.777,-73.872,8,101,3,1,13952.592,0,1371.08,,,6,1,6,0,355,1,1,1
520188,36,F,FALSE,FALSE,canada,victoria,48.647,-123.426,8,177,1,1,5735.456,0,488.46,,,5,1,6,1,90.8,2,1,2
520193,49,F,FALSE,FALSE,usa,el paso,31.849,-106.38,8,91,3,1,18047.775,0,1555.85,,,3,1,6,0,499,3,3,3
520225,42,F,FALSE,TRUE,usa,san jose,37.362,-121.929,8,142,5,1,20950.741,2,1229.56,,,3,1,4,0,697,5,5,5
520244,42,F,TRUE,FALSE,usa,new york,40.64,-73.779,8,114,2,1,8557.081,0,754.08,,,4,1,7,0,186,2,2,2
520248,39,F,FALSE,TRUE,usa,new york,40.64,-73.779,8,205,4,1,20552.693,1,1737.25,,,2,1,4,0,1049,4,4,4
520250,55,M,TRUE,FALSE,usa,austin,30.194,-97.67,8,149,3,1,12335.851,0,1434.16,,,2,2,4,1,358.7,4,4,4
520256,43,F,TRUE,FALSE,usa,dallas,32.847,-96.852,8,134,3,0,5312.793,0,558.01,,,5,2,11,1,421.25,4,3,4
520265,42,F,TRUE,TRUE,usa,fresno,36.776,-119.718,8,119,4,1,25148.849,0,2326.06,,,5,1,10,1,634.5,5,4,5
520277,39,F,FALSE,FALSE,usa,omaha,41.118,-95.913,8,128,2,0,5415.066,0,484.4,,,1,1,2,0,150,2,2,2
520291,36,M,TRUE,FALSE,usa,los angeles,33.942,-118.408,9,236,4,2,23075.492,0,2023.15,,,6,1,16,1,433.4,4,4,4
520298,41,F,FALSE,FALSE,usa,houston,29.607,-95.159,8,164,1,2,3373.802,1,93.55,,,4,1,4,1,280.95,2,1,2
520307,51,F,FALSE,FALSE,usa,buffalo,42.94,-78.732,8,90,3,1,8936.361,0,781.12,,,3,1,3,2,231,3,3,3
520311,48,F,TRUE,TRUE,usa,milwaukee,42.947,-87.896,8,116,3,1,9264.443,1,792.12,,,6,1,12,0,395,2,1,2
520314,17,F,FALSE,TRUE,usa,new york,40.64,-73.779,8,107,,,,,,,,5,2,8,0,322,2,,2
520327,25,F,FALSE,FALSE,usa,new york,40.777,-73.872,8,126,2,0,12999.785,1,574.91,,,1,1,1,0,482,2,2,2
520358,50,F,TRUE,FALSE,usa,montgomery,32.379,-86.362,8,107,3,1,8992.158,0,796.8,,,4,1,6,0,521,4,3,4
520373,48,F,FALSE,TRUE,usa,buffalo,42.94,-78.732,8,137,2,0,4846.908,0,449.31,,,3,2,5,0,524,3,3,3
520397,44,F,TRUE,FALSE,usa,austin,30.194,-97.67,9,391,3,1,14968.774,0,1394.06,,,2,1,2,0,322,2,2,2
520405,30,F,FALSE,FALSE,usa,cleveland,41.412,-81.85,8,66,1,1,1637.588,0,142.46,,,0,1,0,0,164,1,1,1
520411,39,F,TRUE,FALSE,usa,detroit,42.212,-83.353,8,115,2,1,3208.892,0,273.78,,,3,1,4,0,340,2,2,2
520422,38,F,FALSE,FALSE,usa,mobile,30.691,-88.243,8,105,2,0,7715.254,2,106.48,,,3,1,3,0,215,1,1,1
520429,51,M,TRUE,TRUE,usa,winston-salem,36.134,-80.222,8,284,2,1,10388.463,0,1082.37,,,3,1,5,0,354,2,2,2
520436,47,F,TRUE,FALSE,usa,chicago,41.786,-87.752,8,191,3,1,21778.143,0,1942.7,,,4,1,8,0,795,6,5,6
520440,35,F,TRUE,FALSE,usa,new york,40.64,-73.779,9,118,,,,,,,,,,,,,,,
520480,38,F,FALSE,FALSE,canada,vancouver,49.195,-123.182,8,106,3,1,23318.661,1,851.21,,,5,1,5,1,47.8,2,2,2
520491,55,M,FALSE,TRUE,usa,new york,40.777,-73.872,8,130,4,2,17106.337,0,1923.89,,,2,2,3,0,551,4,3,4
520497,48,F,FALSE,FALSE,usa,long beach,33.818,-118.151,8,132,3,1,21603.721,1,1610.25,,,3,1,4,0,163,2,2,2
520527,33,F,FALSE,FALSE,usa,denver,39.858,-104.667,8,102,1,1,6976.167,0,640.56,,,3,1,4,0,431,2,2,2
520530,41,F,TRUE,FALSE,usa,los angeles,33.942,-118.408,8,135,3,1,24260.979,1,1485.6,,,3,1,4,1,423.5,4,4,4
520532,47,F,TRUE,FALSE,usa,washington,38.852,-77.037,9,178,3,1,14783.643,0,1385.72,,,4,1,6,1,308.25,4,4,4
520539,52,F,TRUE,TRUE,usa,little rock,34.729,-92.224,8,164,3,1,9342.1,1,607.68,,,2,1,2,0,368,3,3,3
520556,34,F,FALSE,TRUE,usa,austin,30.194,-97.67,8,146,3,1,10549.655,1,795.56,,,10,2,34,1,492.9,4,3,4
520558,36,F,FALSE,FALSE,usa,rochester,43.119,-77.672,8,112,1,0,4323.217,0,376.12,,,5,1,5,0,118,1,1,1
520561,31,F,FALSE,TRUE,usa,nashville,36.124,-86.678,8,119,,,,,,,,,,,,,,,
520603,25,F,FALSE,FALSE,usa,milwaukee,42.947,-87.896,8,64,,,,,,,,,,,,,,,
520619,58,F,TRUE,FALSE,usa,houston,29.98,-95.34,8,126,2,1,8947.382,1,425.4,,,2,1,3,0,417,2,2,2
520680,43,F,TRUE,FALSE,usa,winston-salem,36.134,-80.222,8,100,2,0,7376.638,2,109.23,,,2,1,2,0,470,2,2,2
520696,41,F,FALSE,FALSE,usa,lincoln,40.851,-96.759,8,362,1,0,3909.146,0,316.25,,,2,1,2,0,61,1,1,1
520708,42,F,FALSE,FALSE,usa,tampa,27.849,-82.521,8,121,3,1,8612.337,0,919.84,,,3,1,4,0,429,2,2,2
520719,25,M,FALSE,FALSE,usa,new york,40.64,-73.779,8,132,4,1,28184.897,0,2473.45,,,4,1,7,0,900,4,4,4
520733,41,F,TRUE,FALSE,usa,honolulu,21.316,-157.927,8,144,3,1,37349.238,1,2175.57,,,3,1,4,0,448,3,3,3
520745,40,F,FALSE,FALSE,usa,new york,40.64,-73.779,8,190,2,1,1676.548,0,152.51,,,5,1,8,0,274,2,2,2
520762,29,F,FALSE,FALSE,usa,baton rouge,30.533,-91.149,8,102,1,1,1195.354,0,108.89,,,5,1,7,0,247,2,1,2
520770,40,F,FALSE,FALSE,usa,sacramento,38.513,-121.493,8,129,4,1,22094.548,0,3629.09,,,1,1,1,2,25.5,2,2,2
520771,58,F,TRUE,TRUE,usa,laredo,27.544,-99.461,8,105,,,,,,,,11,1,11,0,160,1,,1
520780,70,F,FALSE,FALSE,usa,new york,40.64,-73.779,8,43,,,,,,,,,,,,,,,
520783,40,F,TRUE,FALSE,canada,calgary,51.114,-114.02,8,109,2,1,8959.066,0,806.02,,,3,2,5,1,233.6,3,2,3
520804,50,F,TRUE,FALSE,usa,chicago,41.979,-87.904,8,122,3,0,5418.034,1,347.05,,,2,1,2,0,343,2,2,2
520819,50,F,TRUE,TRUE,usa,jacksonville,30.219,-81.876,9,121,2,0,5943.444,0,472.88,,,2,1,2,0,1114,2,2,2
520821,42,F,FALSE,FALSE,usa,boston,42.364,-71.005,8,134,2,1,15965.002,0,1429.64,,,5,1,6,0,281,2,2,2
520844,20,F,FALSE,TRUE,usa,long beach,33.818,-118.151,8,110,1,0,1069.189,0,93.77,,,5,1,8,0,327,2,1,2
520851,53,F,TRUE,TRUE,usa,san antonio,29.529,-98.279,9,204,4,1,21549.171,0,3126.68,,,3,2,5,0,699,5,5,5
520861,51,M,FALSE,TRUE,usa,austin,30.194,-97.67,9,262,2,1,8418.911,0,689.03,,,5,1,8,1,227.4,2,2,2
520877,50,F,TRUE,FALSE,usa,grand rapids,42.881,-85.523,8,141,3,0,13997.435,0,1213.15,,,5,1,8,0,393,3,3,3
520878,39,F,TRUE,FALSE,canada,ottawa,45.323,-75.669,9,193,2,1,15497.149,1,786.03,,,5,2,11,0,674,4,2,4
520882,18,F,FALSE,FALSE,usa,louisville,38.228,-85.664,8,62,,,,,,,,6,1,6,0,130,1,,1
520885,36,M,TRUE,TRUE,usa,el paso,31.807,-106.378,8,347,3,1,9284.603,1,758.77,,,4,1,5,0,1544,4,4,4
520898,42,F,TRUE,TRUE,usa,santa ana,33.676,-117.868,8,111,2,1,15763.567,1,1438.94,,,6,2,8,0,555,3,2,3
520902,39,F,FALSE,FALSE,usa,kansas city,39.297,-94.714,9,136,4,1,13286.488,1,1191.65,,,2,2,4,0,637,4,4,4
520920,40,F,FALSE,FALSE,usa,memphis,35.042,-89.977,9,113,,,,,,,,7,1,7,1,11.1,1,,1
520934,53,F,FALSE,TRUE,usa,newark,40.692,-74.169,9,169,1,0,7861.122,1,285.31,,,1,2,1,0,173,1,1,1
520947,23,O,TRUE,TRUE,usa,new york,40.777,-73.872,8,194,,,,,,,,4,2,6,1,442.45,2,,2
520959,49,F,FALSE,FALSE,usa,new york,40.777,-73.872,8,89,1,0,1134.486,0,105.77,,,1,1,1,1,20.4,1,1,1
521000,47,F,TRUE,FALSE,usa,charlotte,35.214,-80.943,8,184,3,1,6971.006,0,620.91,,,2,1,2,0,541,3,3,3
521004,51,F,TRUE,FALSE,usa,san antonio,29.384,-98.581,8,186,3,1,18458.513,0,1669.44,,,2,1,2,0,411,4,4,4
521009,68,F,TRUE,FALSE,usa,new york,40.777,-73.872,10,100,,,,,,,,4,2,4,0,109,1,,1
521031,43,F,FALSE,FALSE,canada,hamilton,43.173,-79.935,8,145,5,1,14456.504,0,2056.47,,,4,2,10,1,1029.95,6,5,6
521033,43,M,TRUE,TRUE,usa,chicago,41.979,-87.904,8,151,3,1,9092.494,0,954.24,,,6,2,13,2,262.1,3,3,3
521044,41,F,FALSE,FALSE,usa,houston,29.607,-95.159,9,176,3,1,11662.95,0,1044.81,,,4,1,6,0,652,4,3,4
521060,40,F,FALSE,FALSE,usa,burlington,44.472,-73.153,8,170,4,1,19833.065,0,2174.54,,,4,2,12,2,498.85,5,4,5
521062,60,F,TRUE,FALSE,usa,little rock,34.729,-92.224,9,87,,,,,,,,,,,,,,,
521065,44,F,TRUE,TRUE,usa,new york,40.777,-73.872,8,292,3,0,16949.266,1,1383.35,,,1,1,1,1,169.75,2,2,2
521066,41,F,FALSE,FALSE,usa,knoxville,35.812,-83.993,8,146,4,2,16639.934,0,1459.69,,,2,1,6,1,640.3,4,4,4
521070,50,F,TRUE,TRUE,usa,knoxville,35.812,-83.993,9,174,5,1,42863.486,0,6971.43,,,3,2,10,1,796.8,5,5,5
521109,30,F,FALSE,TRUE,usa,dallas,32.847,-96.852,8,123,2,1,8421.252,0,727.72,,,6,1,7,0,233,2,2,2
521127,42,F,TRUE,FALSE,usa,chicago,41.786,-87.752,9,219,3,1,12836.472,1,697.51,,,6,1,16,2,564.3,5,3,5
521152,45,F,TRUE,FALSE,canada,winnipeg,49.91,-97.234,9,129,3,0,12260.496,0,1842.3,1,,6,2,8,0,833,3,3,3
521170,43,M,FALSE,FALSE,usa,chicago,41.786,-87.752,8,111,2,1,3588.067,0,997.49,,,3,2,6,0,674,3,2,3
521185,46,F,TRUE,TRUE,usa,los angeles,33.942,-118.408,8,133,2,1,12338.184,0,1075.31,1,,4,1,9,2,274.65,4,2,4
521186,53,F,FALSE,FALSE,usa,boston,42.364,-71.005,8,106,2,1,21595.549,0,1825.72,1,,5,1,7,2,305.2,3,3,3
521187,74,F,TRUE,FALSE,usa,orlando,28.545,-81.333,9,130,,,,,,,,,,,,,,,
521192,27,F,FALSE,FALSE,usa,wichita,37.65,-97.433,8,115,2,1,5707.095,1,297.35,,,4,2,9,0,462,3,2,3
521201,58,F,TRUE,TRUE,usa,memphis,35.042,-89.977,8,55,1,0,3529.419,1,42.72,,,1,1,1,0,63,1,1,1
521211,26,M,FALSE,FALSE,usa,bakersfield,35.433,-119.057,8,71,,,,,,,,6,1,6,0,97,1,,1
521212,42,M,TRUE,TRUE,usa,dallas,32.847,-96.852,8,341,3,2,7432.231,1,375.15,,,4,2,6,1,484.65,3,3,3
521235,35,F,FALSE,FALSE,usa,seattle,47.449,-122.309,8,194,3,2,28162.283,2,2630.33,,,5,2,11,0,615,5,5,5
521250,31,M,FALSE,FALSE,usa,sacramento,38.554,-121.297,8,155,2,0,12222.656,1,531.02,,,1,1,1,0,75,1,1,1
521259,35,F,FALSE,FALSE,usa,knoxville,35.812,-83.993,8,143,2,0,8584.215,1,572.55,,,3,1,3,1,92.6,2,2,2
521282,33,F,FALSE,FALSE,usa,columbus,39.998,-82.892,8,158,2,1,8165.051,0,788.26,,,4,1,4,0,112,1,1,1
521286,34,F,FALSE,FALSE,canada,hamilton,43.173,-79.935,8,93,1,1,7165.213,0,627.07,,,1,1,1,0,112,1,1,1
521293,35,F,TRUE,FALSE,usa,akron,41.038,-81.467,8,141,5,1,11218.35,0,984.02,,,5,1,18,2,666.6,5,5,5
521295,41,F,FALSE,TRUE,usa,baton rouge,30.533,-91.149,8,102,1,1,6200.841,1,221.75,,,6,1,9,1,91.5,2,2,2
521298,38,F,FALSE,FALSE,usa,san jose,37.362,-121.929,8,133,3,1,10070.497,0,1137.3,,,3,3,4,1,195.3,2,2,2
521309,50,F,FALSE,TRUE,usa,detroit,42.238,-83.53,8,116,2,1,10015.891,1,529.97,,,1,1,2,1,73.5,2,2,2
521316,44,F,FALSE,FALSE,usa,nashville,36.124,-86.678,9,164,2,1,5769.3,1,109.03,,,6,1,8,2,63.35,3,2,3
521331,64,F,FALSE,FALSE,usa,cleveland,41.412,-81.85,10,170,1,1,180.096,0,13.77,,,6,1,6,0,48,1,1,1
521335,34,F,FALSE,FALSE,usa,denver,39.858,-104.667,8,244,2,0,4362.184,0,383.83,,,3,2,7,0,529,3,2,3
521343,37,F,FALSE,FALSE,usa,charlotte,35.214,-80.943,9,181,3,1,7354.334,1,664.85,,,2,1,2,0,860,3,3,3
521379,56,F,TRUE,FALSE,usa,new york,40.64,-73.779,8,82,2,0,14917.945,0,1347.47,,,3,1,3,0,209,2,2,2
521392,40,F,TRUE,FALSE,usa,chicago,41.786,-87.752,8,102,1,0,3318.098,0,321.28,,,6,1,8,0,287,2,1,2
521404,45,F,FALSE,FALSE,usa,detroit,42.212,-83.353,8,144,4,1,13226.749,0,1581.28,,,3,2,7,0,506,5,4,5
521408,56,F,TRUE,FALSE,usa,san diego,32.699,-117.215,8,118,2,1,14579.848,2,163.17,,,7,1,11,0,366,2,2,2
521416,47,F,TRUE,FALSE,usa,new york,40.64,-73.779,8,102,2,1,6207.475,0,551.63,,,1,2,1,0,774,3,3,3
521434,49,F,TRUE,FALSE,usa,los angeles,33.942,-118.408,8,142,2,2,24060.257,1,2306.91,,,3,2,5,0,660,3,3,3
521462,58,F,TRUE,TRUE,usa,indianapolis,39.717,-86.294,8,168,3,1,10094.932,0,1240.29,,,3,2,3,0,261,2,2,2
521474,18,F,FALSE,FALSE,usa,san francisco,37.619,-122.375,8,67,1,2,8303.547,0,1382.4,,,1,2,1,0,72,1,1,1
